"","SVSPP","YEAR","N","strat.biomass","biomass.var","biomass.SE","strat.abund","abund.var","abund.SE","tot.biomass","tot.bio.var","tot.bio.SE","tot.abundance","tot.abund.var","tot.abund.SE","RPATH","SCINAME","Fall.q","biomass.t_area"
"642",46,2000,34,0,0,0,0.0282268740199513,0.000978794846590305,0.0312856971568528,0,0,0,26470,860731647.741293,29338.2284356314,"SmPelagics","ARGENTINA SILUS",0.018,0
"643",46,2001,33,0.00263384756731251,6.27362348616139e-08,0.000250472024109707,0.227330150392735,0.00512132529482562,0.0715634354599164,2469.89610642321,55168.9283955988,234.88066841611,213179,4503585991.47746,67108.762404603,"SmPelagics","ARGENTINA SILUS",0.018,0.00381054335548684
"644",46,2002,32,0.000965210064007676,1.9500590618843e-06,0.00139644515176368,0.313693270802495,0.205974988411529,0.453844674323197,905.127771462335,1714841.01635352,1309.51938372577,294167,181130082352.341,425593.799710876,"SmPelagics","ARGENTINA SILUS",0.018,0.00139642659723333
"645",46,2007,33,0.000734123054384306,2.50944939446456e-07,0.000500944048219415,0.0469948975457689,0.00128033132370641,0.0357817177299582,688.425441229864,220675.713582395,469.761336832221,44070,1125896497.86936,33554.3812023015,"SmPelagics","ARGENTINA SILUS",0.018,0.00106209932636618
"646",46,2009,46,0.00601351773079945,6.10759035449041e-05,0.00781510739177038,0.872874087208053,1.32670471314636,1.15182668537691,5639.18892404385,53708867.8783142,7328.63342501958,818540,1166676283381.16,1080127.90139925,"SmPelagics","ARGENTINA SILUS",0.018,0.00870011245775384
"647",46,2010,45,0.000111785101439534,3.41656516708124e-08,0.000184839529513609,0.0223570202879069,0.0013666260668325,0.0369679059027219,104.826714434105,30044.5571012314,173.33365830453,20965,1201782284.04926,34666.7316609059,"SmPelagics","ARGENTINA SILUS",0.018,0.000161726130554882
"648",46,2012,43,0.000266680710602394,5.72430921310235e-07,0.000756591647660899,0.0190486221858853,0.00292056592505222,0.0540422605472071,250.080398330386,503383.73953828,709.495411921938,17863,2568284385.39939,50678.2437087098,"SmPelagics","ARGENTINA SILUS",0.018,0.000385822787329853
"649",47,1966,34,0,0,0,0.127020367471227,0.021472923386792,0.146536423413402,0,0,0,119114,18882838209.5806,137414.839844831,"Mesopelagics","CHLOROPHTHALMIDAE",0.175,0
"650",47,1979,51,0.00126990814572569,1.00086177587813e-05,0.00316363995403733,0.0571458665576559,0.0202674509615322,0.14236379793168,1190.8590396685,8801368.42274824,2966.71003347955,53589,17822771056.0652,133501.95150658,"Mesopelagics","CHLOROPHTHALMIDAE",0.175,0.000188974426447275
"651",47,1980,36,0,0,0,0.00952431109294266,0.000643017660689038,0.0253577928986148,0,0,0,8931,565456236.860728,23779.3237258911,"Mesopelagics","CHLOROPHTHALMIDAE",0.175,0
"652",47,1981,37,0.000952431109294266,6.15686778192795e-06,0.00248130364565241,0.0723629740042714,0.0158412724542331,0.125862116835182,893.144279751379,5414220.32341605,2326.84772243825,67859,13930482561.6415,118027.465285168,"Mesopelagics","CHLOROPHTHALMIDAE",0.175,0.000141730819835456
"653",47,1982,37,0,0,0,0.0596824130778841,0.00666422432522386,0.0816347004969324,0,0,0,55967,5860379020.53698,76553.1124157404,"Mesopelagics","CHLOROPHTHALMIDAE",0.175,0
"654",47,1984,35,0,0,0,0.00761460658500018,0.000483453026304767,0.0219875652655033,0,0,0,7141,425138445.902539,20618.8856610278,"Mesopelagics","CHLOROPHTHALMIDAE",0.175,0
"655",47,1986,38,0,0,0,0.0228438197550005,0,0,0,0,0,21422,0,0,"Mesopelagics","CHLOROPHTHALMIDAE",0.175,0
"656",54,1966,34,0,0,0,0.902694052024067,5.21489832172476,2.2836151868747,0,0,0,846503,4585872147670.05,2141464.95364039,"Mesopelagics","CERATOSCOPELUS MADERENSIS",0.175,0
"657",54,1967,43,0,0,0,0.698216764935236,0.522427495929134,0.722791460885596,0,0,0,654754,459411776597.41,677799.215547945,"Mesopelagics","CERATOSCOPELUS MADERENSIS",0.175,0
"658",54,1970,42,0,0,0,0.0139731376799418,0.000466495830429486,0.0215985145421968,0,0,0,13103,410226643.70247,20254.0525254199,"Mesopelagics","CERATOSCOPELUS MADERENSIS",0.175,0
"659",54,1998,33,0,0,0,0.0228438197550005,0,0,0,0,0,21422,0,0,"Mesopelagics","CERATOSCOPELUS MADERENSIS",0.175,0
"660",55,1966,34,0,0,0,0.0399766845712509,0.0185853063459853,0.136327936777409,0,0,0,37488,16343528381.5429,127841.809990093,"Mesopelagics","MYCTOPHUM PUNCTATUM",0.175,0
"661",55,1967,43,0,0,0,0.0482605032003838,0.00818534649652818,0.0904729047645104,0,0,0,45256,7198021936.70428,84841.1570919697,"Mesopelagics","MYCTOPHUM PUNCTATUM",0.175,0
"662",56,1963,33,0,0,0,0.0599006482913942,0.0176856005975365,0.132987219677443,0,0,0,67859,22696854822.8242,150654.753734571,"Mesopelagics","MYCTOPHIDAE",0.175,0
"663",56,1964,32,0,0,0,0.177762928954827,0.0199423290388903,0.141217311399454,0,0,0,166698,17536865660.0905,132426.831345051,"Mesopelagics","MYCTOPHIDAE",0.175,0
"664",56,1965,29,0,0,0,1.23425316335541,2.07355868039595,1.43998565284379,0,0,0,1157424,1823443989190.23,1350349.58036437,"Mesopelagics","MYCTOPHIDAE",0.175,0
"665",56,1966,34,0,0,0,0.00476215554647133,0.000352206862485773,0.0187671751333485,0,0,0,4466,309723323.686504,17598.9580284318,"Mesopelagics","MYCTOPHIDAE",0.175,0
"666",56,1968,40,0,0,0,0.733422950981513,0.540481937155019,0.735174766402533,0,0,0,687769,475288473332.726,689411.686391176,"Mesopelagics","MYCTOPHIDAE",0.175,0
"667",56,1969,38,0.713642697433544,1.02817086119451,1.01398760406354,530.172455746355,572193.363029685,756.434638967363,669219.943342049,904151878811.396,950869.012436201,497170338,503174835771607680,709348176.688717,"Mesopelagics","MYCTOPHIDAE",0.175,0.10619682997523
"668",56,1970,42,0,0,0,0.0330217598658271,0.00248576284814071,0.0498574252056874,0,0,0,30966,2185927684.05717,46753.9055487044,"Mesopelagics","MYCTOPHIDAE",0.175,0
"669",56,1971,46,0,0,0,0.305897752149918,0.217815327096233,0.466706896345268,0,0,0,286856,191542227718.045,437655.375515993,"Mesopelagics","MYCTOPHIDAE",0.175,0
"670",56,1976,42,0,0,0,0.0507963258290275,0.0215388481889197,0.146761194424547,0,0,0,47634,18940811097.1168,137625.619334181,"Mesopelagics","MYCTOPHIDAE",0.175,0
"671",56,1978,52,0.00285547746937507,5.00424095669616e-05,0.00707406598548258,0.437326643322599,0.47353623195027,0.688139689271205,2677.73001411204,44006244.8158196,6633.72028471352,410104,416417825054.573,645304.443696596,"Mesopelagics","MYCTOPHIDAE",0.175,0.000424922242466528
"672",56,1980,36,0,0,0,0.0190486221858853,0.00257207064275615,0.0507155857972295,0,0,0,17863,2261824947.44291,47558.6474517822,"Mesopelagics","MYCTOPHIDAE",0.175,0
"673",56,1981,37,0,0,0,0.061774473910129,0.0113159090293485,0.106376261587576,0,0,0,57929,9950972932.1231,99754.5634651523,"Mesopelagics","MYCTOPHIDAE",0.175,0
"674",56,1983,37,0.00228438197550005,2.66234844584371e-05,0.00515979500159038,0.264674160307373,0.20495317400767,0.452717543295673,2142.18401128963,23412133.5296702,4838.60863572062,248199,180231520208.718,424536.830214668,"Mesopelagics","MYCTOPHIDAE",0.175,0.000339937793973222
"675",56,1985,34,0,0,0,0.028572933278828,0.00633972352474392,0.0796223808030375,0,0,0,26794,5575019826.35706,74666.0553823293,"Mesopelagics","MYCTOPHIDAE",0.175,0
"676",56,1986,38,0.000761460658500018,4.25951369098573e-06,0.00206385893194902,0.306518179354719,0.507157391930701,0.712149838117444,714.061337096545,3745726.95247685,1935.38806250241,287438,445983567589.631,667820.011372548,"Mesopelagics","MYCTOPHIDAE",0.175,0.000113312597991074
"677",56,1989,33,0,0,0,0.319813476570007,0,0,0,0,0,299906,0,0,"Mesopelagics","MYCTOPHIDAE",0.175,0
"678",56,1990,33,0,0,0,0.0380972443717706,0,0,0,0,0,35726,0,0,"Mesopelagics","MYCTOPHIDAE",0.175,0
"679",56,1992,33,0,0,0,0.54087918200271,1.18241021851117,1.08738687619042,0,0,0,507211,1039786732869.12,1019699.33454382,"Mesopelagics","MYCTOPHIDAE",0.175,0
"680",56,1995,31,0.00685314592650016,0,0,3.43703102753622,0.0222832592848534,0.14927578264693,6426.5520338689,0,0,3223083,19595430593.1552,139983.679738587,"Mesopelagics","MYCTOPHIDAE",0.175,0.00101981338191967
"681",56,1996,33,0,0,0,0.0380972443717706,0,0,0,0,0,35726,0,0,"Mesopelagics","MYCTOPHIDAE",0.175,0
"682",56,1997,33,0.00456876395100011,0,0,3.76923025957509,0,0,4284.36802257927,0,0,3534604,0,0,"Mesopelagics","MYCTOPHIDAE",0.175,0.000679875587946444
"683",56,1998,33,0,0,0,0.0190486221858853,0,0,0,0,0,17863,0,0,"Mesopelagics","MYCTOPHIDAE",0.175,0
"684",56,1999,33,0.00228438197550005,0,0,0.319813476570007,0,0,2142.18401128963,0,0,299906,0,0,"Mesopelagics","MYCTOPHIDAE",0.175,0.000339937793973222
"685",56,2001,33,0.000247486819735891,0,0,0.20179918022589,0,0,232.081286723991,0,0,189238,0,0,"Mesopelagics","MYCTOPHIDAE",0.175,3.68283957940313e-05
"686",56,2005,33,9.13752790200021e-05,0,0,0.159906738285004,0,0,85.6873604515854,0,0,149953,0,0,"Mesopelagics","MYCTOPHIDAE",0.175,1.35975117589289e-05
"687",56,2006,38,2.28438197550005e-05,0,0,0.0228438197550005,0,0,21.4218401128963,0,0,21422,0,0,"Mesopelagics","MYCTOPHIDAE",0.175,3.39937793973222e-06
"688",56,2007,33,0.00145506350978576,7.3747084245489e-07,0.000858761225518997,0.650012383085849,0.08194120471721,0.286253741839666,1364.48887248453,648516.382772753,805.305148855236,609550,72057375863.6393,268435.049618412,"Mesopelagics","MYCTOPHIDAE",0.175,0.000216527308003834
"689",56,2009,46,0.00424238936470938,1.74649388984209e-05,0.00417910742843742,1.52577698959077,1.98412229517251,1.40858876013282,3978.30956653221,15358300.7594553,3918.96679744231,1430801,1744795508878.38,1320907.07806355,"Mesopelagics","MYCTOPHIDAE",0.175,0.000631307941176991
"690",56,2010,45,0.017160460079146,0.000899273778368556,0.0299878938635003,6.65272979852701,132.182419932958,11.4970613607547,16092.2576006027,790802489.124357,28121.2106624938,6238611,116238446194996,10781393.518233,"Mesopelagics","MYCTOPHIDAE",0.175,0.00255363989273006
"691",56,2011,40,0.00147727604752188,1.80520733143554e-05,0.00424877315402405,0.485449328378839,1.89581086619103,1.37688447815749,1385.31872655395,15874614.4436082,3984.29597841429,455231,1667136291478.12,1291176.32083233,"Mesopelagics","MYCTOPHIDAE",0.175,0.000219832745166947
"692",56,2012,43,0.000826326256386262,1.62522145991204e-06,0.00127484173916296,0.293192439978518,0.25258441827779,0.502577773362283,774.889188202417,1429185.64600916,1195.48552731062,274942,222117436861.638,471293.366027613,"Mesopelagics","MYCTOPHIDAE",0.175,0.000122965216724146
"693",56,2013,42,0.00157622356309504,1.7433760865128e-06,0.00132036967797386,0.624397739970014,0.417546623574958,0.646178476564299,1478.10696778985,1533088.34512594,1238.17944786931,585530,367181738410.725,605955.22805792,"Mesopelagics","MYCTOPHIDAE",0.175,0.000234557077841523
"694",56,2014,42,0.00107171047149476,1.55804627295147e-06,0.00124821723788429,0.443154362254079,0.276328905509971,0.525669958728831,1004.99875300635,1370113.19629069,1170.51834513206,415569,242997840647.296,492948.111516107,"Mesopelagics","MYCTOPHIDAE",0.175,0.000159480724924815
"695",56,2015,42,0.0187639219107238,0.00069600793461686,0.0263819622965552,5.73401308618832,64.0839021439457,8.00524216647727,17595.9073120601,612054771.733529,24739.7407369909,5377083,56354038722414.8,7506932.71066251,"Mesopelagics","MYCTOPHIDAE",0.175,0.00279225028433389
"696",56,2016,40,0.0194426962352441,0.00200220051832121,0.0447459553291827,6.61932357525484,229.48135647305,15.1486420669659,18232.4293652265,1760693118.93755,41960.6139008661,6207285,201801089136335,14205671.0202769,"Mesopelagics","MYCTOPHIDAE",0.175,0.0028932583683399
"697",56,2018,42,4.44467851003991e-05,1.64906806446416e-08,0.000128416045121479,0.00634954072862844,0.00033654450295187,0.0183451493030684,41.6800663883977,14501.5584962301,120.422416917408,5954,295950173.392451,17203.2024167726,"Mesopelagics","MYCTOPHIDAE",0.175,6.61410492565462e-06
"698",56,2019,43,0.000148602058874477,3.98404195112451e-08,0.000199600650077211,0.043175488529884,0.0032234042021869,0.0567750315031784,139.351893851264,35034.8288531314,187.175930218421,40488,2834594011.14508,53240.9054313042,"Mesopelagics","MYCTOPHIDAE",0.175,2.21134016182257e-05
"699",56,2021,42,0.0111821501852094,0.000518835514791643,0.0227779611640648,4.39428332119108,80.5533546030026,8.9751520657314,10486.0848997687,456253063.764074,21360.0810804658,4120748,70836929597722.6,8416467.76253094,"Mesopelagics","MYCTOPHIDAE",0.175,0.00166401044422759
"700",60,1963,33,0.00499363705740116,0.000130760507730412,0.0114350560877685,0.0399490964592093,0.00836867249474636,0.0914804487021482,5657.04857163959,167811788.135109,12954.2189318812,45256,10739954440.647,103633.751455049,"OtherDemersals","ANGUILLIFORMES",0.175,0.000897702812507139
"701",60,1974,37,0,0,0,0.0160868344001279,0.000666515245973659,0.0258169565590846,0,0,0,15085,586119520.255025,24209.9054160694,"OtherDemersals","ANGUILLIFORMES",0.175,0
"702",60,1975,40,0,0,0,0.0186308502399224,0.000662460307931442,0.0257383042940175,0,0,0,17471,582553692.834985,24136.1490887628,"OtherDemersals","ANGUILLIFORMES",0.175,0
"703",60,1985,34,0.00719793851198952,8.12937836487415e-05,0.00901630654141381,0.0508045190401783,0.003810507669032,0.0617293096432481,6749.88200747581,71488047.3623843,8455.0604588249,47642,3350880479.31824,57886.7901970583,"OtherDemersals","ANGUILLIFORMES",0.175,0.00107112180237939
"704",60,1993,33,0,0,0,0.024598825330122,0.00118196731915877,0.0343797515866356,0,0,0,22628,1000176230.49579,31625.5629277297,"OtherDemersals","ANGUILLIFORMES",0.175,0
"705",60,2001,33,2.41302516001919e-05,1.16819839412869e-09,3.41789173925782e-05,0.0241302516001919,0.00116819839412869,0.0341789173925782,22.6281942865584,1027.28915274724,32.051351808422,22628,1027289152.74724,32051.351808422,"OtherDemersals","ANGUILLIFORMES",0.175,3.59081125002856e-06
"706",60,2015,42,0.00044640965460355,5.77921454667566e-07,0.000760211453917636,0.0844558806006716,0.0206852821612204,0.143823788579012,418.62159430133,508211.999351965,712.88989286703,79199,18190203044.738,134871.060812681,"OtherDemersals","ANGUILLIFORMES",0.175,6.64300081255283e-05
"707",60,2018,42,0.000916949560807292,9.48990087722927e-07,0.000974161222654098,0.0241302516001919,0.00056286482071348,0.0237247723005613,859.871382889218,834521.96825655,913.521739345348,22628,494971511.421441,22247.9552188834,"OtherDemersals","ANGUILLIFORMES",0.175,0.000136450827501085
"708",60,2019,43,0.00038608402560307,2.71753503684735e-07,0.000521299821297433,0.0603256290004797,0.00586616498917853,0.0765908936439478,362.051108584934,238974.328298582,488.85000593084,56570,5158582387.9714,71823.2719107909,"OtherDemersals","ANGUILLIFORMES",0.175,5.74529800004569e-05
"709",61,1976,42,0,0,0,0.00634954072862844,0.00033654450295187,0.0183451493030684,0,0,0,5954,295950173.392451,17203.2024167726,"Mesopelagics","DIAPHUS ",0.175,0
"710",63,1963,33,0.284839830818167,0.0144681688819359,0.12028370164713,0.187806481858132,0.0059554206051552,0.0771713716682242,322681.191995673,18567756681.7348,136263.555955856,212757,7642902266.0894,87423.6939627318,"OtherDemersals","CONGER OCEANICUS",0.175,0.0512054669372789
"711",63,1964,32,0.387217290751113,0.077975830670522,0.279241527482074,0.128885364476993,0.00768714499887772,0.0876763651098614,363113.830365584,68570309141.7352,261859.33082809,120863,6759913994.60215,82218.6961378137,"OtherDemersals","CONGER OCEANICUS",0.175,0.0576216206474871
"712",63,1965,29,0.0265394729543277,0.000575567920761698,0.0239909966604495,0.0530789459086554,0.00230227168304679,0.0479819933208989,24887.4466882315,506142351.024872,22497.6076733699,49775,2024569404.09949,44995.2153467398,"OtherDemersals","CONGER OCEANICUS",0.175,0.00394932633248924
"713",63,1966,34,0.0168911761201343,0.00109893800756938,0.0331502338991655,0.0120651258000959,0.000560682656923154,0.0236787384994039,15839.7360005909,966383022.260282,31086.7016947807,11314,493052562.377695,22204.7869248434,"OtherDemersals","CONGER OCEANICUS",0.175,0.00251356787501999
"714",63,1971,46,0,0,0,0.0264692875245011,0.000610169158129749,0.024701602339317,0,0,0,24822,536569953.047338,23163.9796461519,"OtherDemersals","CONGER OCEANICUS",0.175,0
"715",63,1972,44,0,0,0,0.0241302516001919,0.000794215298971204,0.0281818256855585,0,0,0,22628,698416267.031048,26427.5664227913,"OtherDemersals","CONGER OCEANICUS",0.175,0
"716",63,1973,40,0.0160868344001279,0.000150112480459113,0.0122520398489032,0.0652602782058822,0.00148506102609859,0.038536489540416,15085.4628577056,132005765.153141,11489.3761864229,61198,1305931501.82906,36137.6742725519,"OtherDemersals","CONGER OCEANICUS",0.175,0.0023938741666857
"717",63,1974,37,0.0239632180158753,0.000402034728512326,0.0200508036874417,0.0479264360317506,0.0016081389140493,0.0401016073748834,22471.5581908839,353540903.415158,18802.6834099593,44943,1414163613.66063,37605.3668199186,"OtherDemersals","CONGER OCEANICUS",0.175,0.0035659550618862
"718",63,1975,40,0,0,0,0.0160868344001279,0.000600449921836452,0.0245040796978065,0,0,0,15085,528023060.612566,22978.7523728458,"OtherDemersals","CONGER OCEANICUS",0.175,0
"719",63,1976,42,0.00822600532113807,3.9223908652275e-05,0.00626289938066028,0.0491734438057543,0.00140274633184198,0.0374532552903213,7713.95382414889,34492682.1414478,5873.04709171039,46113,1233545687.10228,35121.8690718799,"OtherDemersals","CONGER OCEANICUS",0.175,0.00122410793469316
"720",63,1977,37,0.0416003297540947,0.000873996057074367,0.0295634243123892,0.10979265301204,0.00836595298498696,0.0914655836092842,39010.796889207,768573791.480018,27723.1634464759,102958,7356843492.56497,85772.043770479,"OtherDemersals","CONGER OCEANICUS",0.175,0.00619052526102599
"721",63,1978,52,0.0183928565340546,0.0001666839746754,0.0129106148062515,0.0452537752740946,0.000894592022340608,0.0299097312315007,17247.939973161,146578389.408375,12106.9562404584,42437,786685451.121657,28047.913489628,"OtherDemersals","CONGER OCEANICUS",0.175,0.00273703222232955
"722",63,1979,51,0.0956833861238196,0.00526234971755449,0.0725420548203212,0.105609368945508,0.00599661142642362,0.0774377906866126,89727.29696645,4627599909.37867,68026.4647720184,99035,5273294247.42089,72617.4513971737,"OtherDemersals","CONGER OCEANICUS",0.175,0.0142385991255684
"723",63,1980,36,0.105118945375245,0.00442031172242775,0.0664854248871717,0.0954688046030809,0.00259852231805125,0.0509757032129156,98575.5125375584,3887129366.92435,62346.8472893726,89526,2285085995.59982,47802.5731064743,"OtherDemersals","CONGER OCEANICUS",0.175,0.0156427002046495
"724",63,1981,37,0.105735668899973,0.00668462680167649,0.0817595670345464,0.111205061860385,0.00628738276760727,0.0792930184039382,99153.8463224626,5878320530.17637,76670.206274513,104283,5528992462.92009,74357.1950985249,"OtherDemersals","CONGER OCEANICUS",0.175,0.0157344745386864
"725",63,1982,37,0.0042610920498569,1.57705853758107e-05,0.00397121963328783,0.042610920498569,0.00157705853758107,0.0397121963328783,3995.84804894054,13868321.8282698,3724.01957946917,39958,1386832182.82698,37240.1957946917,"OtherDemersals","CONGER OCEANICUS",0.175,0.000634091078847754
"726",63,1983,37,0.0297779484650637,0.000471072162100255,0.0217041968775685,0.0992598282168791,0.00425750350586236,0.0652495479360766,27924.3339227025,414250973.737832,20353.1563581139,93081,3743959237.86379,61187.9010741812,"OtherDemersals","CONGER OCEANICUS",0.175,0.00443124233111068
"727",63,1984,35,0.00347225940359141,1.08034721639039e-05,0.00328686357549319,0.0347225940359141,0.00108034721639039,0.0328686357549319,3256.1185726373,9500346.7063169,3082.26324416279,32561,950034670.63169,30822.6324416279,"OtherDemersals","CONGER OCEANICUS",0.175,0.000516705268391579
"728",63,1985,34,0.00491734438057543,1.8002223001066e-05,0.0042429026622191,0.0491734438057543,0.0018002223001066,0.042429026622191,4611.25005495972,15830777.1242277,3978.79091235361,46113,1583077712.42277,39787.9091235361,"OtherDemersals","CONGER OCEANICUS",0.175,0.000731747675680868
"729",63,1986,38,0.0354425112510366,0.000439183868370857,0.0209567141596878,0.272873394588474,0.0161620899537522,0.127130208659281,33236.2896118998,386209077.419133,19652.2028642881,255888,14212602738.2518,119216.621065403,"OtherDemersals","CONGER OCEANICUS",0.175,0.00527418322188044
"730",63,1987,32,0.0552846944767313,0.00121034704537121,0.0347900423306901,0.106530324275066,0.00434111054236738,0.0658871045225648,50659.0388584694,1016281402.26954,31879.1687826006,97617,3645061907.05916,60374.3480880677,"OtherDemersals","CONGER OCEANICUS",0.175,0.00803895548822836
"731",63,1988,31,0.0024598825330122,1.28820474495698e-05,0.00358915692740925,0.024598825330122,0.00128820474495698,0.0358915692740925,2262.81942865584,10900739.3439174,3301.6267723529,22628,1090073934.39174,33016.267723529,"OtherDemersals","CONGER OCEANICUS",0.175,0.000359081125002856
"732",63,1989,33,0.0224024218611788,0.000311437567284515,0.01764759381005,0.0623821951974545,0.00207905178069393,0.0455966202770987,21007.9183078292,273871661.044354,16549.0682832706,58499,1828274506.31765,42758.3267483382,"OtherDemersals","CONGER OCEANICUS",0.175,0.00333369372934209
"733",63,1990,33,0.00282268740199513,1.013094553387e-05,0.0031829146287436,0.0282268740199513,0.001013094553387,0.031829146287436,2646.98105932963,8908940.9010703,2984.78490030191,26470,890894090.107031,29847.8490030191,"OtherDemersals","CONGER OCEANICUS",0.175,0.000420042768154037
"734",63,1992,33,0.0890634114327711,0.00735837251878343,0.0857809566208225,0.261988535620809,0.0393640547255818,0.198403766913791,83519.4017499759,6470798375.01204,80441.2728331175,245680,34615923657.2998,186053.550509792,"OtherDemersals","CONGER OCEANICUS",0.175,0.0132534838441624
"735",63,1994,34,0.0128555414008707,0.000104336803351717,0.0102145388222727,0.0623821951974545,0.00201251694149926,0.044861084934487,12055.3110385092,91751595.3233997,9578.70530517563,58499,1769765164.9866,42068.5769308471,"OtherDemersals","CONGER OCEANICUS",0.175,0.00191302699417719
"736",63,1995,31,0.110997644612468,0.00961782038940522,0.0980704868418895,0.122035855426388,0.00865462684507814,0.0930302469365644,104088.275135155,8457709417.13758,91965.8056950386,114439,7610697227.20782,87239.3101027732,"OtherDemersals","CONGER OCEANICUS",0.175,0.0165175066387602
"737",63,1996,33,0.0376135110079197,0.0012499522673338,0.0353546640110439,0.0997447324585495,0.00781220167083627,0.0883866600276098,35272.1492087567,1099181793.21036,33153.9106774805,93536,6869886207.56474,82884.7766937014,"OtherDemersals","CONGER OCEANICUS",0.175,0.00559724866189282
"738",63,1997,33,0,0,0,0.0235223950166261,0.000844245461155832,0.0290559023462675,0,0,0,22058,742411741.755859,27247.2336532694,"OtherDemersals","CONGER OCEANICUS",0.175,0
"739",63,1998,33,0.0132346437622505,0.000173924187471815,0.0131880319787228,0.0330866094056264,0.00108702617169885,0.032970079946807,12410.8150767567,152945280.60316,12367.1047785308,31027,955908003.769751,30917.7619463271,"OtherDemersals","CONGER OCEANICUS",0.175,0.00196944103604919
"740",63,1999,33,0.00694451880718282,1.91916154270951e-05,0.00438082360145842,0.0694451880718282,0.00191916154270951,0.0438082360145842,6512.2371452746,16876703.863864,4108.12656375921,65122,1687670386.3864,41081.2656375921,"OtherDemersals","CONGER OCEANICUS",0.175,0.00103341053678316
"741",63,2000,34,0.00629494680558654,2.09358960960268e-05,0.00457557603980382,0.0911763420758167,0.0050299741493736,0.0709223106601413,5903.09963196693,18410587.6797862,4290.75607320973,85501,4423253711.2025,66507.5462726035,"OtherDemersals","CONGER OCEANICUS",0.175,0.000936748036545616
"742",63,2003,31,0.00804003774834638,5.52678580500239e-05,0.00743423553904663,0.0888476656636813,0.00544816417681599,0.0738116804903939,7367.32993773655,46406273.7165486,6812.21503745651,81414,4574611844.25092,67635.8769016187,"OtherDemersals","CONGER OCEANICUS",0.175,0.00116910306178568
"743",63,2005,33,0.0315432505433888,0.000106221791449494,0.0103063956575271,0.113448715017089,0.00536119924018238,0.0732202105991398,29579.749666585,93409214.2994539,9664.84424600076,106387,4714526105.18603,68662.4067826495,"OtherDemersals","CONGER OCEANICUS",0.175,0.00469393609276619
"744",63,2011,40,0.0185642068977476,0.000799628768108352,0.0282777079712687,0.0160868344001279,0.000600449921836452,0.0245040796978065,17408.6241377922,703176758.186724,26517.480238264,15085,528023060.612566,22978.7523728458,"OtherDemersals","CONGER OCEANICUS",0.175,0.0027625307883553
"745",63,2012,43,0.00780843981972782,4.56242593256583e-05,0.00675457321565606,0.0661732188112527,0.00327666326670916,0.0572421458953904,7322.38089528643,40121016.2100366,6334.11526655749,62054,2881428914.82596,53678.9429369278,"OtherDemersals","CONGER OCEANICUS",0.175,0.00116197021126902
"746",63,2013,42,0.00864548879185522,7.29470194601869e-05,0.00854090273098734,0.0977212246899407,0.00543021822858669,0.0736900144428449,8107.32533277054,64148078.0947185,8009.24953380268,91638,4775219955.20131,69102.9663270782,"OtherDemersals","CONGER OCEANICUS",0.175,0.00128653107021655
"747",63,2014,42,0.00276623365395522,7.38975443400912e-06,0.00271841027698343,0.0282268740199513,0.000769445484590704,0.0277388803773819,2594.04143814304,6498394.97270112,2549.19496561191,26470,676634212.068005,26012.1935266522,"OtherDemersals","CONGER OCEANICUS",0.175,0.000411641912790956
"748",63,2015,42,0.00609288852904845,3.60102619185811e-05,0.00600085509894891,0.0241302516001919,0.00056286482071348,0.0237247723005613,5713.61905735599,31666668.6433317,5627.31451434267,22628,494971511.421441,22247.9552188834,"OtherDemersals","CONGER OCEANICUS",0.175,0.000906679840632211
"749",63,2016,40,0.0687967948982207,0.00304549676916272,0.0551860196894351,0.0851508468772315,0.00458859155951742,0.067739143480837,64514.3393878689,2678145947.99296,51750.8062545209,79850,4035111124.25011,63522.524542481,"OtherDemersals","CONGER OCEANICUS",0.175,0.0102376182884257
"750",63,2018,42,0.00797421189143572,8.84911192957201e-05,0.00940697184516463,0.0573784957530417,0.00272119726463487,0.052165096229518,7477.83400485374,77817233.291746,8821.40767064679,53807,2392963769.24904,48917.9289141419,"OtherDemersals","CONGER OCEANICUS",0.175,0.00118663867432079
"751",63,2019,43,0.0154985007547805,0.000855413169021477,0.0292474472223043,0.0479066064050474,0.00151185008239336,0.03888251641025,14533.7517420148,752232389.694674,27426.855264406,44925,1329489235.75701,36462.1616989039,"OtherDemersals","CONGER OCEANICUS",0.175,0.00230632451708044
"752",63,2021,42,0.0454842510568634,0.00166729370098088,0.0408325078948242,0.0652404128156411,0.00313311519614793,0.0559742368965217,42652.9522752725,1466183091.90449,38290.7703226833,61179,2755195753.9806,52489.9586014372,"OtherDemersals","CONGER OCEANICUS",0.175,0.00676848974060468
"753",65,1963,33,0,0,0,0.0313010803096886,0.00105095657738033,0.0324184604412413,0,0,0,35459,1348747458.72166,36725.297258452,"OtherDemersals","OPHICHTHUS CRUENTIFER",0.175,0
"754",65,1966,34,0,0,0,0.0529385750490022,0.00168423267873449,0.0410394039763554,0,0,0,49643,1481078873.47068,38484.787559121,"OtherDemersals","OPHICHTHUS CRUENTIFER",0.175,0
"755",65,1969,38,0,0,0,0.0160868344001279,0.000643037538876778,0.025358184849803,0,0,0,15085,565473717.321875,23779.6912789438,"OtherDemersals","OPHICHTHUS CRUENTIFER",0.175,0
"756",65,1970,42,0,0,0,0.0292955857918282,0.000761891247348128,0.0276023775669439,0,0,0,27472,669991174.365179,25884.1877285183,"OtherDemersals","OPHICHTHUS CRUENTIFER",0.175,0
