YEAR,sm_lg,cal_fin,chla_jan,chla_feb,chla_mar,chla_apr,chla_may,chla_jun,chla_jul,chla_aug,chla_sep,chla_oct,chla_nov,chla_dec,temppref_spring,temppref_fall,avgtl_spring,avgtl_fall,richness_spring,richness_fall,benthicpelagic_spring,benthicpelagic_fall,northsouth_spring,northsouth_fall,sflounder_spring,sflounder_fall,bsb_spring,bsb_fall,trawl_spring,trawl_fall,piscivore_spring,piscivore_fall,planktivore_spring,planktivore_fall,benthivore_fall,benthivore_spring,Lob_fall,Lob_spring,Jonah_fall,Jonah_spring,longfin_fall,longfin_spring,shortfin_fall,shortfin_spring,forage_fall,forage_spring,benthos_fall,benthos_spring
2009,-0.444770007313846,0.167158829650525,1.1864880631716617,1.0525463080765114,1.0645939843001977,1.1287775931753512,0.9993816689254,0.9306407839391878,1.0019325970229962,0.8856871590023523,0.7659171213024781,1.1591286815197226,1.417627302457804,1.3161488346433798,8.28714352132432,11.1019986447082,4.13973807559025,3.94654640181616,65.0,76.0,4.674677297,2.225698479,35.34541475,1.741224675,1.37978212537949,2.9905864189973,0.0831803132508196,0.0298191968532486,302.697205222594,116.35948221764,706.7674246459,180.986943633827,133.332784795089,32.6367880503604,41.447674945681,30.1488094963249,0.338319382835932,0.186172032337662,0.181819298957475,0.106609108501609,17.8738864975697,1.3192295012442,0.46085287523318,0.230666469525093,33.1017926675088,131.501814378108,6.65920222758337,1.76623756305133
2010,0.114791376458266,-0.224596259367824,1.1601375642674328,1.1217938736152575,1.0483504429495512,1.3854306847980646,0.969746845578888,0.7914218372663423,1.141060295122121,1.3050597152146994,0.719988100037211,1.2058489598284154,1.658182434368245,1.5455518372582,8.58352252372844,11.5269369148063,4.0039194830009,3.90944221048459,62.0,77.0,9.234881961,2.020240431,14.94847994,1.602261967,1.95555543499096,1.67027465111157,0.166356064778516,0.0914563434599139,164.9812061837,147.069547801506,402.374567346951,219.882962575306,19.8423309308999,26.2166802275516,114.376801786439,22.9646322064359,0.714763443927148,0.331372399977237,0.277746278932232,0.0879794283009441,13.5406328176693,0.658891416180405,0.630921840641682,0.0267708106534943,36.5578126148692,17.662831118629,0.81711277771532,1.69350956488718
2011,0.504275063577032,-0.460440422446762,1.5371180692034678,1.1639100169558296,1.3856194704739755,1.4667332629012289,1.021733558802321,0.7313041435113661,0.7791837000881474,1.832453526638728,2.1306228339277027,1.459203169880566,2.152824478455877,1.792146277376273,8.1113751551246,9.43007013252337,4.15579437585774,4.42060324854289,68.0,69.0,8.342219008,0.295886883,61.46870225,5.994401228,2.30966114243386,1.71279497231,0.0842070531939773,0.0665597470362505,216.224507590569,207.371813087409,553.227444120862,103.800665519886,55.1329123604763,15.6443284237964,34.364904223775,37.4485197271399,0.461161956486568,0.0698754088948396,0.208110184268916,0.0672486494977185,7.64190474206165,0.324958570885722,0.62766551025104,0.0172099847763779,22.8037079705901,52.6139576279466,2.12196141042803,0.12744577782615
2012,-0.499358389448603,-0.0770364468965571,1.4917390302948776,1.2990446383464525,1.144597477664965,1.234416557844044,0.8494053060097615,0.8772105423821716,0.985935557021745,0.8489873985400199,0.8334450660846514,1.1488512968902114,1.186782388699677,1.3818774107965506,9.50785013119119,9.91759874757799,4.21007809969659,4.10708269950561,66.0,71.0,16.70314307,2.158749476,18.17588647,3.691643552,2.79721676647315,2.74671455180855,0.444729809598311,0.172136666898624,358.802597848451,215.17300851446,938.591100747037,333.747805283583,26.5124308297238,27.1153451636264,185.207687828803,42.3380930982296,0.979500323668201,0.235676660494075,0.719659911834188,0.0545358388756907,22.0956948614011,4.0840945479863,0.277922430008096,0.173854300656055,26.5944271259641,22.5145239041852,4.26026800847771,2.94720846198589
2013,-0.106916497240688,-0.106464960032607,1.1553433692872377,0.9964401768446745,1.171131901390292,1.6946094541969603,1.3706502710740571,1.1631702962010146,1.073596752082726,0.9864859550132252,0.7501130923342881,0.8283662738136208,1.3596280694937426,1.1762612283555147,8.70420634720157,8.45761380723822,4.21691736825227,3.49316246648724,60.0,54.0,23.43078848,3.882758392,32.98851349,3.337563869,2.11653200719385,1.40393400778618,0.0991165053176059,0.341772487011607,226.224832756539,188.391006275333,631.748445384955,75.2125709991775,12.8597580537833,32.298533649992,1314.79904431662,17.5979995539917,0.418761901199322,0.12825155551428,0.173941254683746,0.0343614658022432,26.5206001424183,0.443389064773046,0.187900920730418,0.0054451040774297,36.3574732625777,11.1402260021639,8.39351500820691,0.533048629473533
2014,0.657450909405513,-0.9353356837796,1.2536605107116898,1.2288676559492857,1.1147150661614622,1.197489788813188,0.8801665081571657,0.7407520803024825,0.7225944500649724,0.708712795602853,0.6343156978469109,1.0705266337276802,1.652855193777617,1.25434552268564,11.0179958651841,12.1307134784732,3.92820248275869,3.83918887874003,62.0,62.0,3.536059216,1.060556822,3.87628084,0.528853595,1.37613079893819,2.58600961311827,2.14341229355926,0.392259627662208,255.13448605442,92.697659893947,450.317539207233,78.252203916685,26.232851504369,36.8167590602538,37.376052903726,436.975954401635,0.560977291954096,2.01705550076257,0.259271309561256,0.0375148068629155,25.9183773647999,1.54666437615363,0.249662833124356,0.0559592376603297,36.5052989687739,24.5405113704102,2.68362919627318,0.184863941713093
2015,0.777908037622757,-0.713975084540053,1.093085341048558,0.9520204908767222,1.137856977586568,1.5371912112591708,0.8709549369989541,0.8257625467467856,1.2668200593667522,1.7563636884679912,1.5822633998365043,1.2406245382777426,1.1267258384666958,1.1624531366018669,9.38627047416643,12.2539630850342,4.13394760300326,4.0627594984775,53.0,62.0,10.81681003,4.274867785,12.75634286,2.707584481,2.18709857765879,1.59679950638237,0.266184256149323,0.651821443405693,112.864631135842,203.885508699082,287.46452902492,395.804068199679,9.11770368844046,31.8274640218026,50.1318376244216,10.7023983573912,0.336640409620905,0.0282187587509122,0.26493686213753,0.0489449498469758,14.9814074142825,0.656973491063408,0.629876108508699,0.0133866269939599,31.063540969427,7.25783763053724,7.64522426060647,1.14749677503765
2016,0.794832922757443,-0.471530758100482,1.2074990228651012,1.2380144869474667,1.1721982941622566,1.084151246203747,1.0908159968409032,1.0090379712915616,1.1582992830465073,1.516617812540122,0.9522896439088552,0.9902466214292908,1.2537819022408092,1.016936359628945,13.1308747504568,11.2083727952965,3.93663533718877,3.71333436616965,63.0,59.0,1.724748287,1.531048855,1.956777829,1.209438211,1.41332477048233,1.72036341703464,2.58123023384695,0.198197857135624,166.960446911379,99.8336244099586,265.880288367312,91.3552716775056,33.6073628465776,25.8725994198276,194.031416108962,88.9411969453736,0.488149047078346,0.678364758476433,0.0781086982766992,0.057393259179784,17.0121616894119,2.97352107315359,0.53417983610659,1.10647086061896,25.8963633987944,31.9119448739078,6.87086507529047,2.4420378570678
2017,0.64092568265521,-0.754210247168465,1.1027199617607142,1.1234035134394786,1.282725450131934,1.2546410894518505,1.0296482127176234,1.0485701558931655,1.285078678119378,1.2357801563618185,0.8791191353381848,1.2067565221714047,1.5107487788905072,1.4658253885983117,10.1537880462315,,4.07394474670942,,54.0,,5.6809264,,5.698510864,,0.853292668909565,,1.51116037631773,,120.157029825794,,270.646445572602,,21.8207019524925,,,26.314572055328,,0.0754161643002644,,0.0452095909909981,,1.98287793024873,,0.0857653021690895,,19.9185662608138,,0.338192309132344
2018,,,1.3932032461610753,1.3815695294791994,1.1206442018677227,1.0285613869790733,0.942157285648773,0.9194434424087592,0.9881197512403592,0.8838658620108444,0.7263878107195991,1.1421827354235248,2.083505382736279,1.5679783055287857,9.13876153156158,11.9063206398814,4.2037379216979,3.77857111154291,52.0,63.0,9.445832301,2.067095222,18.19907342,0.726425197,2.3039375182814,1.200754969847,0.0605938803508178,1.17609219211981,236.455382605144,98.92417237265,615.18170752053,74.6570358802601,42.2650494722711,26.2922080419776,113.185293910269,14.6023953246151,0.278499228475608,0.18346648002702,0.187178824532158,0.0747975409490896,9.83688598468489,1.06517641352394,0.984567105434445,0.0473531126933905,20.2349134449939,40.5388561247238,1.64593696982013,0.30924564535783
2019,,,1.4659768204706796,1.216217091385534,1.1845119460636602,1.1096806397203611,0.9209686948179054,0.9858403237175706,1.0912502740383263,1.090541299369573,0.8269464428070744,1.1295996884123485,1.5302866471244896,1.547019478564735,9.73671807753656,11.4239638632869,4.17415877174062,3.8644231157327,52.0,63.0,7.010136864,1.419448,12.06845375,0.997965022,2.22019185795021,1.11986941393746,1.19961219857016,0.271749729853998,184.183547160678,76.7220218652231,456.318646776054,69.3499366476399,38.2787097457093,29.9367553295922,25.2464949747034,22.658259021876,0.358097481559796,0.0669768700873342,0.250015891928407,0.101889436001216,14.6523044912941,1.29730904475737,1.11585799607934,0.155945707082356,23.9857355699534,35.7337433238629,2.17718144169042,0.396001740951916
2020,,,1.5407876289246358,1.1358958909382058,1.394698036750181,1.104034600082807,1.1345756996466103,0.8146776902806677,1.0841871493292357,0.9454231762369936,0.6788309154561606,0.940344110251656,1.3230304808914546,1.1251456580732238,8.4412965975434,,4.21854218765896,,43.0,,28.52625301,,27.00345161,,1.06864192404014,,0.456224020643257,,129.040827279508,,340.567071079859,,7.99818378620295,,,6.6103863751764,,0.117334614084783,,,,2.17610902933033,,0.0967113100113751,,6.0106447886436,,0.281990369521636
