"","doy","t","temp","seas","thresh","threshCriterion","durationCriterion","event","event_no"
"1999",174,1998-06-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2000",175,1998-06-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2001",176,1998-06-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2002",177,1998-06-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2003",178,1998-06-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2004",179,1998-06-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2005",180,1998-06-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2006",181,1998-06-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2007",182,1998-06-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2008",183,1998-07-01,7.78126976947959,NA,NA,FALSE,FALSE,FALSE,NA
"2009",184,1998-07-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2010",185,1998-07-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2011",186,1998-07-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2012",187,1998-07-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2013",188,1998-07-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2014",189,1998-07-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2015",190,1998-07-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2016",191,1998-07-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2017",192,1998-07-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2018",193,1998-07-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2019",194,1998-07-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2020",195,1998-07-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2021",196,1998-07-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2022",197,1998-07-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2023",198,1998-07-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2024",199,1998-07-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2025",200,1998-07-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2026",201,1998-07-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2027",202,1998-07-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2028",203,1998-07-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2029",204,1998-07-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2030",205,1998-07-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2031",206,1998-07-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2032",207,1998-07-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2033",208,1998-07-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2034",209,1998-07-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2035",210,1998-07-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2036",211,1998-07-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2037",212,1998-07-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2038",213,1998-07-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2039",214,1998-08-01,8.189313759891,NA,NA,FALSE,FALSE,FALSE,NA
"2040",215,1998-08-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2041",216,1998-08-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2042",217,1998-08-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2043",218,1998-08-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2044",219,1998-08-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2045",220,1998-08-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2046",221,1998-08-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2047",222,1998-08-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2048",223,1998-08-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2049",224,1998-08-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2050",225,1998-08-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2051",226,1998-08-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2052",227,1998-08-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2053",228,1998-08-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2054",229,1998-08-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2055",230,1998-08-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2056",231,1998-08-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2057",232,1998-08-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2058",233,1998-08-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2059",234,1998-08-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2060",235,1998-08-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2061",236,1998-08-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2062",237,1998-08-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2063",238,1998-08-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2064",239,1998-08-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2065",240,1998-08-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2066",241,1998-08-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2067",242,1998-08-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2068",243,1998-08-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2069",244,1998-08-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2070",245,1998-09-01,8.75847094487854,NA,NA,FALSE,FALSE,FALSE,NA
"2071",246,1998-09-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2072",247,1998-09-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2073",248,1998-09-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2074",249,1998-09-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2075",250,1998-09-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2076",251,1998-09-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2077",252,1998-09-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2078",253,1998-09-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2079",254,1998-09-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2080",255,1998-09-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2081",256,1998-09-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2082",257,1998-09-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2083",258,1998-09-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2084",259,1998-09-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2085",260,1998-09-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2086",261,1998-09-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2087",262,1998-09-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2088",263,1998-09-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2089",264,1998-09-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2090",265,1998-09-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2091",266,1998-09-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2092",267,1998-09-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2093",268,1998-09-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2094",269,1998-09-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2095",270,1998-09-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2096",271,1998-09-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2097",272,1998-09-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2098",273,1998-09-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2099",274,1998-09-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2100",275,1998-10-01,9.0306376229699,NA,NA,FALSE,FALSE,FALSE,NA
"2101",276,1998-10-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2102",277,1998-10-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2103",278,1998-10-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2104",279,1998-10-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2105",280,1998-10-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2106",281,1998-10-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2107",282,1998-10-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2108",283,1998-10-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2109",284,1998-10-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2110",285,1998-10-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2111",286,1998-10-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2112",287,1998-10-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2113",288,1998-10-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2114",289,1998-10-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2115",290,1998-10-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2116",291,1998-10-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2117",292,1998-10-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2118",293,1998-10-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2119",294,1998-10-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2120",295,1998-10-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2121",296,1998-10-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2122",297,1998-10-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2123",298,1998-10-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2124",299,1998-10-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2125",300,1998-10-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2126",301,1998-10-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2127",302,1998-10-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2128",303,1998-10-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2129",304,1998-10-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2130",305,1998-10-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2131",306,1998-11-01,9.17020397324388,NA,NA,FALSE,FALSE,FALSE,NA
"2132",307,1998-11-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2133",308,1998-11-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2134",309,1998-11-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2135",310,1998-11-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2136",311,1998-11-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2137",312,1998-11-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2138",313,1998-11-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2139",314,1998-11-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2140",315,1998-11-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2141",316,1998-11-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2142",317,1998-11-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2143",318,1998-11-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2144",319,1998-11-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2145",320,1998-11-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2146",321,1998-11-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2147",322,1998-11-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2148",323,1998-11-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2149",324,1998-11-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2150",325,1998-11-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2151",326,1998-11-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2152",327,1998-11-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2153",328,1998-11-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2154",329,1998-11-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2155",330,1998-11-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2156",331,1998-11-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2157",332,1998-11-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2158",333,1998-11-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2159",334,1998-11-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2160",335,1998-11-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2161",336,1998-12-01,9.48789496211017,NA,NA,FALSE,FALSE,FALSE,NA
"2162",337,1998-12-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2163",338,1998-12-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2164",339,1998-12-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2165",340,1998-12-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2166",341,1998-12-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2167",342,1998-12-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2168",343,1998-12-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2169",344,1998-12-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2170",345,1998-12-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2171",346,1998-12-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2172",347,1998-12-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2173",348,1998-12-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2174",349,1998-12-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2175",350,1998-12-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2176",351,1998-12-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2177",352,1998-12-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2178",353,1998-12-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2179",354,1998-12-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2180",355,1998-12-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2181",356,1998-12-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2182",357,1998-12-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2183",358,1998-12-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2184",359,1998-12-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2185",360,1998-12-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2186",361,1998-12-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2187",362,1998-12-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2188",363,1998-12-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2189",364,1998-12-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2190",365,1998-12-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2191",366,1998-12-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2192",1,1999-01-01,9.31698981363599,NA,NA,FALSE,FALSE,FALSE,NA
"2193",2,1999-01-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2194",3,1999-01-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2195",4,1999-01-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2196",5,1999-01-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2197",6,1999-01-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2198",7,1999-01-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2199",8,1999-01-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2200",9,1999-01-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2201",10,1999-01-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2202",11,1999-01-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2203",12,1999-01-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2204",13,1999-01-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2205",14,1999-01-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2206",15,1999-01-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2207",16,1999-01-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2208",17,1999-01-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2209",18,1999-01-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2210",19,1999-01-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2211",20,1999-01-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2212",21,1999-01-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2213",22,1999-01-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2214",23,1999-01-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2215",24,1999-01-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2216",25,1999-01-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2217",26,1999-01-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2218",27,1999-01-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2219",28,1999-01-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2220",29,1999-01-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2221",30,1999-01-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2222",31,1999-01-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2223",32,1999-02-01,8.57456266916379,NA,NA,FALSE,FALSE,FALSE,NA
"2224",33,1999-02-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2225",34,1999-02-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2226",35,1999-02-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2227",36,1999-02-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2228",37,1999-02-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2229",38,1999-02-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2230",39,1999-02-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2231",40,1999-02-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2232",41,1999-02-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2233",42,1999-02-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2234",43,1999-02-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2235",44,1999-02-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2236",45,1999-02-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2237",46,1999-02-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2238",47,1999-02-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2239",48,1999-02-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2240",49,1999-02-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2241",50,1999-02-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2242",51,1999-02-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2243",52,1999-02-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2244",53,1999-02-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2245",54,1999-02-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2246",55,1999-02-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2247",56,1999-02-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2248",57,1999-02-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2249",58,1999-02-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2250",59,1999-02-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2251",61,1999-03-01,7.28262039837314,NA,NA,FALSE,FALSE,FALSE,NA
"2252",62,1999-03-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2253",63,1999-03-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2254",64,1999-03-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2255",65,1999-03-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2256",66,1999-03-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2257",67,1999-03-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2258",68,1999-03-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2259",69,1999-03-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2260",70,1999-03-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2261",71,1999-03-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2262",72,1999-03-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2263",73,1999-03-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2264",74,1999-03-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2265",75,1999-03-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2266",76,1999-03-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2267",77,1999-03-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2268",78,1999-03-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2269",79,1999-03-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2270",80,1999-03-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2271",81,1999-03-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2272",82,1999-03-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2273",83,1999-03-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2274",84,1999-03-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2275",85,1999-03-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2276",86,1999-03-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2277",87,1999-03-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2278",88,1999-03-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2279",89,1999-03-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2280",90,1999-03-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2281",91,1999-03-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2282",92,1999-04-01,7.62296467583354,NA,NA,FALSE,FALSE,FALSE,NA
"2283",93,1999-04-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2284",94,1999-04-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2285",95,1999-04-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2286",96,1999-04-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2287",97,1999-04-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2288",98,1999-04-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2289",99,1999-04-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2290",100,1999-04-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2291",101,1999-04-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2292",102,1999-04-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2293",103,1999-04-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2294",104,1999-04-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2295",105,1999-04-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2296",106,1999-04-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2297",107,1999-04-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2298",108,1999-04-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2299",109,1999-04-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2300",110,1999-04-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2301",111,1999-04-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2302",112,1999-04-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2303",113,1999-04-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2304",114,1999-04-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2305",115,1999-04-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2306",116,1999-04-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2307",117,1999-04-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2308",118,1999-04-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2309",119,1999-04-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2310",120,1999-04-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2311",121,1999-04-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2312",122,1999-05-01,7.95043422790562,NA,NA,FALSE,FALSE,FALSE,NA
"2313",123,1999-05-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2314",124,1999-05-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2315",125,1999-05-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2316",126,1999-05-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2317",127,1999-05-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2318",128,1999-05-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2319",129,1999-05-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2320",130,1999-05-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2321",131,1999-05-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2322",132,1999-05-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2323",133,1999-05-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2324",134,1999-05-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2325",135,1999-05-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2326",136,1999-05-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2327",137,1999-05-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2328",138,1999-05-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2329",139,1999-05-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2330",140,1999-05-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2331",141,1999-05-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2332",142,1999-05-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2333",143,1999-05-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2334",144,1999-05-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2335",145,1999-05-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2336",146,1999-05-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2337",147,1999-05-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2338",148,1999-05-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2339",149,1999-05-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2340",150,1999-05-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2341",151,1999-05-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2342",152,1999-05-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2343",153,1999-06-01,8.61421515447338,NA,NA,FALSE,FALSE,FALSE,NA
"2344",154,1999-06-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"2345",155,1999-06-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
