"","doy","t","temp","seas","thresh"
"1452",357,1985-12-22,11.6237837837838,10.8449,12.5572
"1453",358,1985-12-23,11.4825675675676,10.7587,12.4684
"1454",359,1985-12-24,11.4828378378378,10.6726,12.379
"1455",360,1985-12-25,11.5266216216216,10.5865,12.2903
"1456",361,1985-12-26,11.1251351351351,10.5004,12.2025
"1457",362,1985-12-27,10.9641891891892,10.4142,12.1133
"1458",363,1985-12-28,11.007972972973,10.3279,12.0192
"1459",364,1985-12-29,10.5722972972973,10.2414,11.9217
"1460",365,1985-12-30,10.5768918918919,10.1545,11.8273
"1461",366,1985-12-31,10.5108108108108,10.0671,11.7366
"1462",1,1986-01-01,10.3947297297297,9.9792,11.6439
"1463",2,1986-01-02,10.2072972972973,9.8907,11.5492
"1464",3,1986-01-03,10.1051351351351,9.8017,11.4559
"1465",4,1986-01-04,9.66013513513514,9.7124,11.3645
"1466",5,1986-01-05,9.43189189189189,9.6234,11.2699
"1467",6,1986-01-06,9.27337837837838,9.5346,11.1727
"1468",7,1986-01-07,9.38364864864865,9.4459,11.0758
"1469",8,1986-01-08,9.50797297297297,9.3569,10.9777
"1470",9,1986-01-09,9.62864864864865,9.2676,10.8815
"1471",10,1986-01-10,9.65662162162162,9.1784,10.7858
"1472",11,1986-01-11,9.46581081081081,9.0892,10.6875
"1473",12,1986-01-12,9.48756756756757,9.0006,10.5919
"1474",13,1986-01-13,9.30932432432432,8.9133,10.4985
"1475",14,1986-01-14,9.09594594594595,8.8276,10.4075
"1476",15,1986-01-15,9.05513513513514,8.7434,10.3136
"1477",16,1986-01-16,9.45459459459459,8.6607,10.2215
"1478",17,1986-01-17,9.43621621621622,8.5793,10.1326
"1479",18,1986-01-18,9.15243243243243,8.4994,10.0449
"1480",19,1986-01-19,9.10905405405405,8.4214,9.9622
"1481",20,1986-01-20,9.03027027027027,8.3455,9.8801
"1482",21,1986-01-21,9.01094594594595,8.2715,9.7984
"1483",22,1986-01-22,9.19189189189189,8.1995,9.717
"1484",23,1986-01-23,9.1895945945946,8.1292,9.6372
"1485",24,1986-01-24,8.82608108108108,8.0602,9.5569
"1486",25,1986-01-25,8.88405405405405,7.9925,9.4738
"1487",26,1986-01-26,9.06527027027027,7.9262,9.3911
"1488",27,1986-01-27,8.97716216216216,7.8612,9.31
"1489",28,1986-01-28,8.57689189189189,7.798,9.2314
"1490",29,1986-01-29,8.1477027027027,7.7365,9.1561
"1491",30,1986-01-30,8.32418918918919,7.6764,9.0792
"1492",31,1986-01-31,8.35243243243243,7.6178,9.002
"1493",32,1986-02-01,8.35918918918919,7.5605,8.9284
"1494",33,1986-02-02,8.51283783783784,7.5047,8.857
"1495",34,1986-02-03,8.45256756756757,7.4504,8.7859
"1496",35,1986-02-04,8.48175675675676,7.3979,8.7153
"1497",36,1986-02-05,8.87108108108108,7.347,8.6481
"1498",37,1986-02-06,8.99391891891892,7.2976,8.5863
"1499",38,1986-02-07,8.88621621621622,7.2496,8.5263
"1500",39,1986-02-08,8.66337837837838,7.2033,8.4674
"1501",40,1986-02-09,8.62243243243243,7.1588,8.4098
"1502",41,1986-02-10,8.79905405405405,7.116,8.3526
"1503",42,1986-02-11,8.6454054054054,7.075,8.2985
"1504",43,1986-02-12,8.10621621621622,7.0358,8.2448
"1505",44,1986-02-13,8.00527027027027,6.998,8.1932
"1506",45,1986-02-14,8.11364864864865,6.9614,8.1422
"1507",46,1986-02-15,8.05689189189189,6.9257,8.0944
"1508",47,1986-02-16,7.97797297297297,6.8914,8.0485
"1509",48,1986-02-17,7.92716216216216,6.8589,8.0033
"1510",49,1986-02-18,7.96932432432433,6.828,7.9601
"1511",50,1986-02-19,7.78675675675676,6.7984,7.9199
"1512",51,1986-02-20,7.52797297297297,6.77,7.8842
"1513",52,1986-02-21,7.69986486486486,6.7428,7.8513
"1514",53,1986-02-22,7.48932432432432,6.7166,7.8203
"1515",54,1986-02-23,7.41,6.6917,7.7931
"1516",55,1986-02-24,7.23527027027027,6.6683,7.7695
"1517",56,1986-02-25,7.20689189189189,6.6465,7.7498
"1518",57,1986-02-26,7.12527027027027,6.6263,7.7331
"1519",58,1986-02-27,7.33594594594595,6.6069,7.7176
"1520",59,1986-02-28,7.45635135135135,6.5882,7.7051
"1521",61,1986-03-01,7.34067567567568,6.5538,7.6852
"1522",62,1986-03-02,7.17986486486486,6.5382,7.6777
"1523",63,1986-03-03,7.03216216216216,6.5239,7.6709
"1524",64,1986-03-04,6.58391891891892,6.5109,7.6653
"1525",65,1986-03-05,5.92918918918919,6.4994,7.661
"1526",66,1986-03-06,5.855,6.4892,7.6584
"1527",67,1986-03-07,5.96310810810811,6.4807,7.6572
"1528",68,1986-03-08,6.34351351351351,6.4743,7.6579
"1529",69,1986-03-09,6.75621621621622,6.4706,7.6596
"1530",70,1986-03-10,7.22756756756757,6.4695,7.6632
"1531",71,1986-03-11,7.18472972972973,6.4707,7.6673
"1532",72,1986-03-12,7.12621621621622,6.4744,7.6736
"1533",73,1986-03-13,7.07486486486486,6.4805,7.6827
"1534",74,1986-03-14,6.98013513513513,6.4896,7.6931
"1535",75,1986-03-15,7.16351351351351,6.5015,7.7052
"1536",76,1986-03-16,7.08324324324324,6.5162,7.7201
"1537",77,1986-03-17,7.01743243243243,6.5336,7.7376
"1538",78,1986-03-18,7.01945945945946,6.5531,7.7561
"1539",79,1986-03-19,7.06283783783784,6.5745,7.7764
"1540",80,1986-03-20,7.00932432432432,6.5973,7.7992
"1541",81,1986-03-21,6.9127027027027,6.6219,7.8231
"1542",82,1986-03-22,6.87256756756757,6.6485,7.8488
"1543",83,1986-03-23,6.95959459459459,6.6769,7.8774
"1544",84,1986-03-24,7.06567567567568,6.7073,7.908
"1545",85,1986-03-25,7.18175675675676,6.7395,7.9384
"1546",86,1986-03-26,7.45418918918919,6.7735,7.968
"1547",87,1986-03-27,7.47986486486487,6.8097,7.9973
"1548",88,1986-03-28,7.52918918918919,6.8483,8.0268
"1549",89,1986-03-29,7.71648648648649,6.8901,8.0594
"1550",90,1986-03-30,7.96635135135135,6.9354,8.0965
"1551",91,1986-03-31,7.95756756756757,6.9843,8.1388
"1552",92,1986-04-01,8.04918918918919,7.0372,8.1875
"1553",93,1986-04-02,8.45459459459459,7.0942,8.2393
"1554",94,1986-04-03,8.68405405405405,7.1552,8.296
"1555",95,1986-04-04,8.54054054054054,7.22,8.3576
"1556",96,1986-04-05,8.25918918918919,7.2886,8.4261
"1557",97,1986-04-06,8.21797297297297,7.3608,8.498
"1558",98,1986-04-07,8.30567567567568,7.4366,8.5756
"1559",99,1986-04-08,8.27310810810811,7.5157,8.6567
"1560",100,1986-04-09,7.97689189189189,7.5972,8.7406
"1561",101,1986-04-10,7.98527027027027,7.6811,8.8298
"1562",102,1986-04-11,7.81405405405405,7.7676,8.9216
"1563",103,1986-04-12,8.04081081081081,7.8564,9.017
"1564",104,1986-04-13,8.33081081081081,7.9474,9.113
"1565",105,1986-04-14,8.4945945945946,8.041,9.2113
"1566",106,1986-04-15,8.5222972972973,8.1369,9.3092
"1567",107,1986-04-16,8.4872972972973,8.2355,9.4102
"1568",108,1986-04-17,8.43675675675676,8.3366,9.514
"1569",109,1986-04-18,8.33310810810811,8.4402,9.6191
"1570",110,1986-04-19,8.3572972972973,8.5466,9.7265
"1571",111,1986-04-20,8.4122972972973,8.6556,9.8375
"1572",112,1986-04-21,8.43378378378378,8.7673,9.9529
"1573",113,1986-04-22,8.79351351351351,8.8814,10.0703
"1574",114,1986-04-23,9.2222972972973,8.998,10.1879
"1575",115,1986-04-24,9.41662162162162,9.1172,10.3108
"1576",116,1986-04-25,9.49851351351351,9.2386,10.4352
"1577",117,1986-04-26,9.65243243243243,9.3624,10.5632
"1578",118,1986-04-27,9.54472972972973,9.488,10.6967
"1579",119,1986-04-28,9.6622972972973,9.6153,10.8381
"1580",120,1986-04-29,9.8104054054054,9.7438,10.981
"1581",121,1986-04-30,10.6633783783784,9.8731,11.123
"1582",122,1986-05-01,10.8954054054054,10.0032,11.2632
"1583",123,1986-05-02,10.7797297297297,10.1341,11.4026
"1584",124,1986-05-03,10.6410810810811,10.266,11.5435
"1585",125,1986-05-04,10.5981081081081,10.3994,11.6836
"1586",126,1986-05-05,10.9539189189189,10.5342,11.8249
"1587",127,1986-05-06,11.6643243243243,10.6701,11.9639
"1588",128,1986-05-07,11.7743243243243,10.807,12.1081
"1589",129,1986-05-08,11.5152702702703,10.9453,12.2566
"1590",130,1986-05-09,12.2613513513514,11.0852,12.4077
"1591",131,1986-05-10,12.4963513513514,11.2275,12.5609
"1592",132,1986-05-11,12.4633783783784,11.373,12.7202
"1593",133,1986-05-12,12.3562162162162,11.5214,12.8875
"1594",134,1986-05-13,12.5266216216216,11.6727,13.06
"1595",135,1986-05-14,12.3910810810811,11.8263,13.2432
"1596",136,1986-05-15,12.3109459459459,11.9809,13.4284
"1597",137,1986-05-16,13.0844594594595,12.1361,13.6155
"1598",138,1986-05-17,13.6016216216216,12.2922,13.8019
"1599",139,1986-05-18,13.8147297297297,12.4493,13.9849
"1600",140,1986-05-19,13.9093243243243,12.6074,14.1689
"1601",141,1986-05-20,13.6627027027027,12.7666,14.3547
"1602",142,1986-05-21,13.6236486486486,12.9267,14.5382
"1603",143,1986-05-22,14.1304054054054,13.0875,14.7201
"1604",144,1986-05-23,14.1535135135135,13.2492,14.902
"1605",145,1986-05-24,14.2966216216216,13.4114,15.0861
"1606",146,1986-05-25,14.4555405405405,13.5746,15.2666
"1607",147,1986-05-26,14.347027027027,13.7393,15.4558
"1608",148,1986-05-27,14.245,13.9058,15.6479
"1609",149,1986-05-28,15.8114864864865,14.0745,15.8384
"1610",150,1986-05-29,16.3495945945946,14.2451,16.0238
"1611",151,1986-05-30,16.2343243243243,14.418,16.208
"1612",152,1986-05-31,16.3797297297297,14.5931,16.3904
"1613",153,1986-06-01,16.6690540540541,14.7699,16.5737
"1614",154,1986-06-02,16.8540540540541,14.948,16.7566
"1615",155,1986-06-03,16.3545945945946,15.1272,16.9412
"1616",156,1986-06-04,16.3875675675676,15.3075,17.126
"1617",157,1986-06-05,16.5904054054054,15.4892,17.3115
"1618",158,1986-06-06,17.0037837837838,15.6721,17.4993
"1619",159,1986-06-07,18.0071621621622,15.8562,17.688
"1620",160,1986-06-08,18.1087837837838,16.0412,17.8769
"1621",161,1986-06-09,17.6701351351351,16.2266,18.0719
"1622",162,1986-06-10,17.7431081081081,16.4114,18.2654
"1623",163,1986-06-11,18.0204054054054,16.5952,18.4526
"1624",164,1986-06-12,18.417972972973,16.7777,18.6326
"1625",165,1986-06-13,17.907972972973,16.9589,18.8057
"1626",166,1986-06-14,17.9668918918919,17.1393,18.9687
"1627",167,1986-06-15,18.4445945945946,17.3189,19.1288
"1628",168,1986-06-16,18.5801351351351,17.4977,19.2874
"1629",169,1986-06-17,18.375,17.6755,19.4496
"1630",170,1986-06-18,18.3790540540541,17.852,19.6142
"1631",171,1986-06-19,18.3943243243243,18.0276,19.7782
"1632",172,1986-06-20,18.3418918918919,18.2024,19.9399
"1633",173,1986-06-21,18.1543243243243,18.3767,20.1008
"1634",174,1986-06-22,18.325,18.5502,20.2629
"1635",175,1986-06-23,18.6264864864865,18.7225,20.423
"1636",176,1986-06-24,18.3898648648649,18.894,20.5845
"1637",177,1986-06-25,18.29,19.0644,20.7446
"1638",178,1986-06-26,18.3840540540541,19.2331,20.8997
"1639",179,1986-06-27,18.1524324324324,19.3993,21.0512
"1640",180,1986-06-28,18.8843243243243,19.5635,21.2015
"1641",181,1986-06-29,19.43,19.7258,21.3502
"1642",182,1986-06-30,19.4578378378378,19.8852,21.4969
"1643",183,1986-07-01,19.7509459459459,20.0412,21.6446
"1644",184,1986-07-02,19.7305405405405,20.1938,21.7904
"1645",185,1986-07-03,19.4887837837838,20.3433,21.9355
"1646",186,1986-07-04,19.4416216216216,20.4897,22.076
"1647",187,1986-07-05,19.3002702702703,20.6316,22.2143
"1648",188,1986-07-06,19.1898648648649,20.7683,22.3458
"1649",189,1986-07-07,20.2077027027027,20.8999,22.4716
"1650",190,1986-07-08,20.9312162162162,21.0263,22.5902
"1651",191,1986-07-09,21.0327027027027,21.1471,22.699
"1652",192,1986-07-10,21.0287837837838,21.2624,22.796
"1653",193,1986-07-11,21.1610810810811,21.3731,22.8911
"1654",194,1986-07-12,21.0363513513514,21.4791,22.9829
"1655",195,1986-07-13,20.7622972972973,21.5809,23.0736
"1656",196,1986-07-14,21.1202702702703,21.6788,23.1646
"1657",197,1986-07-15,21.3793243243243,21.7733,23.2536
"1658",198,1986-07-16,21.2564864864865,21.865,23.3404
"1659",199,1986-07-17,21.4032432432432,21.9541,23.426
"1660",200,1986-07-18,22.057027027027,22.0407,23.5043
"1661",201,1986-07-19,22.0568918918919,22.1249,23.5815
"1662",202,1986-07-20,22.2147297297297,22.2059,23.6565
"1663",203,1986-07-21,22.2321621621622,22.2834,23.7291
"1664",204,1986-07-22,22.5459459459459,22.3571,23.7982
"1665",205,1986-07-23,22.8160810810811,22.4272,23.8621
"1666",206,1986-07-24,23.2282432432432,22.4938,23.9226
"1667",207,1986-07-25,23.612972972973,22.5561,23.9755
"1668",208,1986-07-26,23.7233783783784,22.614,24.0255
"1669",209,1986-07-27,23.6160810810811,22.6676,24.0688
"1670",210,1986-07-28,23.1739189189189,22.7176,24.1085
"1671",211,1986-07-29,23.7425675675676,22.7638,24.145
"1672",212,1986-07-30,23.8877027027027,22.8058,24.1784
"1673",213,1986-07-31,23.6814864864865,22.8442,24.2094
"1674",214,1986-08-01,23.2094594594595,22.8792,24.2381
"1675",215,1986-08-02,23.2727027027027,22.9109,24.2642
"1676",216,1986-08-03,23.4227027027027,22.939,24.2866
"1677",217,1986-08-04,23.592027027027,22.9629,24.3071
"1678",218,1986-08-05,23.8325675675676,22.9831,24.3261
"1679",219,1986-08-06,23.8197297297297,23.0003,24.3447
"1680",220,1986-08-07,23.8732432432432,23.0146,24.3589
"1681",221,1986-08-08,24.0705405405405,23.0253,24.3711
"1682",222,1986-08-09,23.8728378378378,23.0322,24.3805
"1683",223,1986-08-10,23.8606756756757,23.0356,24.3847
"1684",224,1986-08-11,23.8658108108108,23.0355,24.3829
"1685",225,1986-08-12,23.9208108108108,23.0319,24.3766
"1686",226,1986-08-13,23.1459459459459,23.0245,24.3652
"1687",227,1986-08-14,23.1487837837838,23.0131,24.3476
"1688",228,1986-08-15,23.1504054054054,22.998,24.3265
"1689",229,1986-08-16,23.1517567567568,22.9788,24.3033
"1690",230,1986-08-17,23.3840540540541,22.9553,24.2763
"1691",231,1986-08-18,23.0367567567568,22.9274,24.2454
"1692",232,1986-08-19,22.7068918918919,22.8958,24.2108
"1693",233,1986-08-20,22.7063513513514,22.8613,24.1715
"1694",234,1986-08-21,22.2244594594595,22.8237,24.1291
"1695",235,1986-08-22,22.0736486486486,22.7831,24.0854
"1696",236,1986-08-23,21.9972972972973,22.7397,24.0362
"1697",237,1986-08-24,21.5781081081081,22.6938,23.9852
"1698",238,1986-08-25,21.2274324324324,22.6461,23.932
"1699",239,1986-08-26,21.0708108108108,22.5965,23.8774
"1700",240,1986-08-27,20.8897297297297,22.545,23.8217
"1701",241,1986-08-28,20.42,22.4908,23.763
"1702",242,1986-08-29,20.252972972973,22.4338,23.7022
"1703",243,1986-08-30,20.3525675675676,22.3741,23.6391
"1704",244,1986-08-31,20.6877027027027,22.3122,23.575
"1705",245,1986-09-01,20.6952702702703,22.2481,23.5093
"1706",246,1986-09-02,20.6406756756757,22.1819,23.4414
"1707",247,1986-09-03,20.2694594594595,22.1135,23.3709
"1708",248,1986-09-04,20.3785135135135,22.0431,23.292
"1709",249,1986-09-05,20.4314864864865,21.9708,23.2087
"1710",250,1986-09-06,20.6482432432432,21.8965,23.1234
"1711",251,1986-09-07,20.6666216216216,21.8208,23.0376
"1712",252,1986-09-08,20.5574324324324,21.7447,22.9506
"1713",253,1986-09-09,20.4805405405405,21.6683,22.8636
"1714",254,1986-09-10,20.0908108108108,21.5912,22.7794
"1715",255,1986-09-11,20.1451351351351,21.5127,22.6947
"1716",256,1986-09-12,20.5364864864865,21.4324,22.6098
"1717",257,1986-09-13,20.2958108108108,21.3505,22.5255
"1718",258,1986-09-14,20.2833783783784,21.267,22.4399
"1719",259,1986-09-15,20.2848648648649,21.1813,22.3524
"1720",260,1986-09-16,19.7283783783784,21.0937,22.2631
"1721",261,1986-09-17,19.5789189189189,21.004,22.172
"1722",262,1986-09-18,19.3227027027027,20.9125,22.0803
"1723",263,1986-09-19,19.1302702702703,20.8184,21.9843
"1724",264,1986-09-20,19.0125675675676,20.7215,21.8887
"1725",265,1986-09-21,18.9562162162162,20.6222,21.7902
"1726",266,1986-09-22,19.1175675675676,20.5208,21.6915
"1727",267,1986-09-23,19.202027027027,20.4174,21.5929
"1728",268,1986-09-24,19.5827027027027,20.312,21.4923
"1729",269,1986-09-25,19.7489189189189,20.2045,21.3918
"1730",270,1986-09-26,19.6616216216216,20.0951,21.2913
"1731",271,1986-09-27,19.5309459459459,19.984,21.188
"1732",272,1986-09-28,19.4060810810811,19.871,21.0844
"1733",273,1986-09-29,19.3891891891892,19.7565,20.9805
"1734",274,1986-09-30,19.8125675675676,19.6402,20.8759
"1735",275,1986-10-01,20.2022972972973,19.5223,20.7708
"1736",276,1986-10-02,19.402027027027,19.4029,20.6598
"1737",277,1986-10-03,19.1675675675676,19.2818,20.5454
"1738",278,1986-10-04,19.9177027027027,19.1593,20.4278
"1739",279,1986-10-05,19.6431081081081,19.0356,20.3151
"1740",280,1986-10-06,19.3755405405405,18.9108,20.2021
"1741",281,1986-10-07,18.7328378378378,18.7853,20.0856
"1742",282,1986-10-08,18.5682432432432,18.6588,19.9705
"1743",283,1986-10-09,18.5013513513514,18.5313,19.8531
"1744",284,1986-10-10,18.327972972973,18.4028,19.7354
"1745",285,1986-10-11,18.1627027027027,18.2736,19.6143
"1746",286,1986-10-12,17.8732432432432,18.1439,19.4934
"1747",287,1986-10-13,17.8091891891892,18.0142,19.3716
"1748",288,1986-10-14,17.7027027027027,17.8846,19.2477
"1749",289,1986-10-15,17.3767567567568,17.7552,19.1255
"1750",290,1986-10-16,16.74,17.6262,19.0049
"1751",291,1986-10-17,16.3839189189189,17.4974,18.8863
"1752",292,1986-10-18,16.6127027027027,17.3691,18.7616
"1753",293,1986-10-19,16.8844594594595,17.2411,18.6358
"1754",294,1986-10-20,16.9314864864865,17.1136,18.5129
"1755",295,1986-10-21,16.9589189189189,16.9867,18.392
"1756",296,1986-10-22,17.0262162162162,16.8604,18.2732
"1757",297,1986-10-23,16.7459459459459,16.7347,18.1541
"1758",298,1986-10-24,16.1148648648649,16.6093,18.0344
"1759",299,1986-10-25,15.6998648648649,16.4844,17.9164
"1760",300,1986-10-26,15.5845945945946,16.3603,17.7972
"1761",301,1986-10-27,16.1191891891892,16.2367,17.676
"1762",302,1986-10-28,16.1401351351351,16.114,17.555
"1763",303,1986-10-29,16.1713513513514,15.9921,17.4349
"1764",304,1986-10-30,15.7245945945946,15.871,17.3141
"1765",305,1986-10-31,15.7356756756757,15.7508,17.1894
"1766",306,1986-11-01,15.8521621621622,15.6318,17.0643
"1767",307,1986-11-02,15.9290540540541,15.5139,16.9423
"1768",308,1986-11-03,15.8098648648649,15.3976,16.8218
"1769",309,1986-11-04,15.5833783783784,15.2832,16.703
"1770",310,1986-11-05,15.4645945945946,15.1706,16.5854
"1771",311,1986-11-06,15.4151351351351,15.0597,16.4704
"1772",312,1986-11-07,15.5516216216216,14.9501,16.3581
"1773",313,1986-11-08,15.7335135135135,14.8418,16.2466
"1774",314,1986-11-09,15.6518918918919,14.7347,16.1381
"1775",315,1986-11-10,15.57,14.6291,16.0299
"1776",316,1986-11-11,15.447027027027,14.5251,15.9243
"1777",317,1986-11-12,14.8622972972973,14.4226,15.8186
"1778",318,1986-11-13,14.7318918918919,14.3216,15.7146
"1779",319,1986-11-14,14.7433783783784,14.2219,15.6127
"1780",320,1986-11-15,14.6886486486486,14.1229,15.5101
"1781",321,1986-11-16,14.47,14.0244,15.4081
"1782",322,1986-11-17,14.3817567567568,13.9267,15.3038
"1783",323,1986-11-18,14.2651351351351,13.8296,15.2081
"1784",324,1986-11-19,14.1925675675676,13.7332,15.1161
"1785",325,1986-11-20,14.0383783783784,13.6376,15.0259
"1786",326,1986-11-21,13.8190540540541,13.5426,14.9349
"1787",327,1986-11-22,13.7651351351351,13.4482,14.846
"1788",328,1986-11-23,13.7344594594595,13.3544,14.7583
"1789",329,1986-11-24,13.7164864864865,13.2613,14.6757
"1790",330,1986-11-25,13.735,13.1689,14.5929
"1791",331,1986-11-26,13.6994594594595,13.0772,14.5128
"1792",332,1986-11-27,13.6731081081081,12.9862,14.4357
"1793",333,1986-11-28,13.6702702702703,12.896,14.3608
"1794",334,1986-11-29,13.4285135135135,12.8068,14.2842
"1795",335,1986-11-30,13.4355405405405,12.7187,14.2057
"1796",336,1986-12-01,13.1664864864865,12.6317,14.1318
"1797",337,1986-12-02,13.4333783783784,12.5457,14.0588
"1798",338,1986-12-03,13.4990540540541,12.4607,13.9864
"1799",339,1986-12-04,13.3347297297297,12.376,13.9132
"1800",340,1986-12-05,13.1708108108108,12.291,13.8421
"1801",341,1986-12-06,13.0077027027027,12.206,13.7688
"1802",342,1986-12-07,12.7475675675676,12.1213,13.695
"1803",343,1986-12-08,12.6698648648649,12.0372,13.6235
"1804",344,1986-12-09,12.35,11.9535,13.5503
"1805",345,1986-12-10,11.9112162162162,11.8699,13.4759
"1806",346,1986-12-11,11.5290540540541,11.7863,13.4027
"1807",347,1986-12-12,12.2287837837838,11.7024,13.3291
"1808",348,1986-12-13,12.5367567567568,11.618,13.2567
"1809",349,1986-12-14,12.6158108108108,11.5328,13.1829
"1810",350,1986-12-15,12.5348648648649,11.4471,13.1101
"1811",351,1986-12-16,12.4478378378378,11.3613,13.0379
"1812",352,1986-12-17,12.092027027027,11.2756,12.9643
"1813",353,1986-12-18,12.0785135135135,11.1897,12.8911
"1814",354,1986-12-19,11.6131081081081,11.1036,12.8117
"1815",355,1986-12-20,11.6702702702703,11.0174,12.7285
"1816",356,1986-12-21,11.8218918918919,10.9312,12.6427
"1817",357,1986-12-22,11.8774324324324,10.8449,12.5572
"1818",358,1986-12-23,11.7974324324324,10.7587,12.4684
"1819",359,1986-12-24,11.7364864864865,10.6726,12.379
"1820",360,1986-12-25,11.1266216216216,10.5865,12.2903
"1821",361,1986-12-26,11.0274324324324,10.5004,12.2025
"1822",362,1986-12-27,10.7483783783784,10.4142,12.1133
"1823",363,1986-12-28,10.7778378378378,10.3279,12.0192
"1824",364,1986-12-29,10.5397297297297,10.2414,11.9217
"1825",365,1986-12-30,10.3610810810811,10.1545,11.8273
"1826",366,1986-12-31,10.1851351351351,10.0671,11.7366
"1827",1,1987-01-01,10.3036486486486,9.9792,11.6439
"1828",2,1987-01-02,10.2341891891892,9.8907,11.5492
"1829",3,1987-01-03,10.315,9.8017,11.4559
"1830",4,1987-01-04,10.6940540540541,9.7124,11.3645
"1831",5,1987-01-05,10.6404054054054,9.6234,11.2699
"1832",6,1987-01-06,10.6397297297297,9.5346,11.1727
"1833",7,1987-01-07,10.4656756756757,9.4459,11.0758
"1834",8,1987-01-08,10.2077027027027,9.3569,10.9777
"1835",9,1987-01-09,10.0978378378378,9.2676,10.8815
"1836",10,1987-01-10,10.2268918918919,9.1784,10.7858
"1837",11,1987-01-11,10.2687837837838,9.0892,10.6875
"1838",12,1987-01-12,9.97337837837838,9.0006,10.5919
"1839",13,1987-01-13,9.74297297297297,8.9133,10.4985
"1840",14,1987-01-14,9.66013513513514,8.8276,10.4075
"1841",15,1987-01-15,9.62135135135135,8.7434,10.3136
"1842",16,1987-01-16,9.53837837837838,8.6607,10.2215
"1843",17,1987-01-17,9.47756756756757,8.5793,10.1326
"1844",18,1987-01-18,9.37013513513513,8.4994,10.0449
"1845",19,1987-01-19,9.39391891891892,8.4214,9.9622
"1846",20,1987-01-20,9.16243243243243,8.3455,9.8801
"1847",21,1987-01-21,8.65783783783784,8.2715,9.7984
"1848",22,1987-01-22,8.20432432432433,8.1995,9.717
"1849",23,1987-01-23,8.13486486486486,8.1292,9.6372
"1850",24,1987-01-24,8.12256756756757,8.0602,9.5569
"1851",25,1987-01-25,8.03851351351351,7.9925,9.4738
"1852",26,1987-01-26,8.05905405405405,7.9262,9.3911
"1853",27,1987-01-27,7.94135135135135,7.8612,9.31
"1854",28,1987-01-28,7.89932432432432,7.798,9.2314
"1855",29,1987-01-29,7.865,7.7365,9.1561
"1856",30,1987-01-30,7.8227027027027,7.6764,9.0792
"1857",31,1987-01-31,7.35067567567568,7.6178,9.002
"1858",32,1987-02-01,7.23094594594595,7.5605,8.9284
"1859",33,1987-02-02,8.06513513513513,7.5047,8.857
"1860",34,1987-02-03,8.13202702702703,7.4504,8.7859
"1861",35,1987-02-04,7.85756756756757,7.3979,8.7153
"1862",36,1987-02-05,7.50148648648649,7.347,8.6481
"1863",37,1987-02-06,7.36175675675676,7.2976,8.5863
"1864",38,1987-02-07,7.24918918918919,7.2496,8.5263
"1865",39,1987-02-08,7.36013513513514,7.2033,8.4674
"1866",40,1987-02-09,7.33648648648649,7.1588,8.4098
"1867",41,1987-02-10,7.42932432432432,7.116,8.3526
"1868",42,1987-02-11,7.24689189189189,7.075,8.2985
"1869",43,1987-02-12,7.1977027027027,7.0358,8.2448
"1870",44,1987-02-13,7.22418918918919,6.998,8.1932
"1871",45,1987-02-14,7.20108108108108,6.9614,8.1422
"1872",46,1987-02-15,7.06783783783784,6.9257,8.0944
"1873",47,1987-02-16,6.96216216216216,6.8914,8.0485
"1874",48,1987-02-17,7.19094594594595,6.8589,8.0033
"1875",49,1987-02-18,7.28472972972973,6.828,7.9601
"1876",50,1987-02-19,7.25986486486486,6.7984,7.9199
"1877",51,1987-02-20,7.06202702702703,6.77,7.8842
"1878",52,1987-02-21,6.53527027027027,6.7428,7.8513
"1879",53,1987-02-22,6.51851351351351,6.7166,7.8203
"1880",54,1987-02-23,6.63648648648649,6.6917,7.7931
"1881",55,1987-02-24,6.68405405405405,6.6683,7.7695
"1882",56,1987-02-25,6.40621621621622,6.6465,7.7498
"1883",57,1987-02-26,6.1504054054054,6.6263,7.7331
"1884",58,1987-02-27,6.02932432432432,6.6069,7.7176
"1885",59,1987-02-28,5.76040540540541,6.5882,7.7051
"1886",61,1987-03-01,5.67310810810811,6.5538,7.6852
"1887",62,1987-03-02,5.76905405405405,6.5382,7.6777
"1888",63,1987-03-03,5.75297297297297,6.5239,7.6709
"1889",64,1987-03-04,5.60635135135135,6.5109,7.6653
"1890",65,1987-03-05,5.54527027027027,6.4994,7.661
"1891",66,1987-03-06,5.68635135135135,6.4892,7.6584
"1892",67,1987-03-07,6.00432432432432,6.4807,7.6572
"1893",68,1987-03-08,6.20054054054054,6.4743,7.6579
"1894",69,1987-03-09,6.11243243243243,6.4706,7.6596
"1895",70,1987-03-10,5.70891891891892,6.4695,7.6632
"1896",71,1987-03-11,5.91256756756757,6.4707,7.6673
"1897",72,1987-03-12,6.08743243243243,6.4744,7.6736
"1898",73,1987-03-13,5.56202702702703,6.4805,7.6827
"1899",74,1987-03-14,5.49202702702703,6.4896,7.6931
"1900",75,1987-03-15,5.50662162162162,6.5015,7.7052
"1901",76,1987-03-16,5.59283783783784,6.5162,7.7201
"1902",77,1987-03-17,5.52121621621622,6.5336,7.7376
"1903",78,1987-03-18,5.63148648648649,6.5531,7.7561
"1904",79,1987-03-19,5.84635135135135,6.5745,7.7764
"1905",80,1987-03-20,5.73283783783784,6.5973,7.7992
"1906",81,1987-03-21,5.80675675675676,6.6219,7.8231
"1907",82,1987-03-22,5.8572972972973,6.6485,7.8488
