"","Year","Variable","Val","Loc","season","Intercept","N"
"301",2021,"Strat_summer_insitu",0.20299542354412,"MAB","Summer",-6.50535007119988,239
"302",2022,"Strat_summer_insitu",0.0126002984005464,"MAB","Summer",-6.50535007119988,138
"303",2024,"Strat_summer_insitu",0.215076258433026,"MAB","Summer",-6.50535007119988,39
"304",1975,"Strat_summer_insitu",-0.38026854110299,"NYB","Summer",-6.39159882335526,19
"305",1976,"Strat_summer_insitu",0.331043691394463,"NYB","Summer",-6.39159882335526,95
"306",1977,"Strat_summer_insitu",0.022687838258211,"NYB","Summer",-6.39159882335526,130
"307",1978,"Strat_summer_insitu",-0.293447638745719,"NYB","Summer",-6.39159882335526,122
"308",1979,"Strat_summer_insitu",-0.143862960954895,"NYB","Summer",-6.39159882335526,150
"309",1982,"Strat_summer_insitu",-0.340175797863616,"NYB","Summer",-6.39159882335526,1
"310",1984,"Strat_summer_insitu",0.288188576609904,"NYB","Summer",-6.39159882335526,6
"311",1985,"Strat_summer_insitu",0.507241632659434,"NYB","Summer",-6.39159882335526,6
"312",1987,"Strat_summer_insitu",0.394090055975141,"NYB","Summer",-6.39159882335526,77
"313",1989,"Strat_summer_insitu",-0.126219471432958,"NYB","Summer",-6.39159882335526,76
"314",1991,"Strat_summer_insitu",0.138108532120006,"NYB","Summer",-6.39159882335526,87
"315",1992,"Strat_summer_insitu",-0.173513352839148,"NYB","Summer",-6.39159882335526,72
"316",1993,"Strat_summer_insitu",-0.111114424924127,"NYB","Summer",-6.39159882335526,94
"317",1994,"Strat_summer_insitu",-0.134879357003597,"NYB","Summer",-6.39159882335526,135
"318",1995,"Strat_summer_insitu",-0.50677247169653,"NYB","Summer",-6.39159882335526,53
"319",1996,"Strat_summer_insitu",-0.152479522539965,"NYB","Summer",-6.39159882335526,161
"320",1997,"Strat_summer_insitu",0.290796213508954,"NYB","Summer",-6.39159882335526,39
"321",1998,"Strat_summer_insitu",0.0762102002535937,"NYB","Summer",-6.39159882335526,54
"322",1999,"Strat_summer_insitu",-0.027059558017607,"NYB","Summer",-6.39159882335526,75
"323",2000,"Strat_summer_insitu",0.033300655127297,"NYB","Summer",-6.39159882335526,120
"324",2001,"Strat_summer_insitu",0.106477149679621,"NYB","Summer",-6.39159882335526,75
"325",2002,"Strat_summer_insitu",-0.183047775835298,"NYB","Summer",-6.39159882335526,103
"326",2003,"Strat_summer_insitu",-0.0756441827713201,"NYB","Summer",-6.39159882335526,88
"327",2004,"Strat_summer_insitu",-0.0102019355704004,"NYB","Summer",-6.39159882335526,149
"328",2005,"Strat_summer_insitu",0.260078213154908,"NYB","Summer",-6.39159882335526,92
"329",2006,"Strat_summer_insitu",0.0205559338276974,"NYB","Summer",-6.39159882335526,111
"330",2007,"Strat_summer_insitu",0.0090616118067085,"NYB","Summer",-6.39159882335526,100
"331",2008,"Strat_summer_insitu",-0.0958523774824577,"NYB","Summer",-6.39159882335526,106
"332",2009,"Strat_summer_insitu",0.167764004573929,"NYB","Summer",-6.39159882335526,92
"333",2010,"Strat_summer_insitu",-0.0346391357489557,"NYB","Summer",-6.39159882335526,30
"334",2011,"Strat_summer_insitu",0.120228024050865,"NYB","Summer",-6.39159882335526,81
"335",2012,"Strat_summer_insitu",0.233511040475516,"NYB","Summer",-6.39159882335526,97
"336",2013,"Strat_summer_insitu",0.145437060056364,"NYB","Summer",-6.39159882335526,93
"337",2014,"Strat_summer_insitu",-0.556815631833575,"NYB","Summer",-6.39159882335526,47
"338",2015,"Strat_summer_insitu",-0.147398630373132,"NYB","Summer",-6.39159882335526,55
"339",2016,"Strat_summer_insitu",0.0888452659437586,"NYB","Summer",-6.39159882335526,64
"340",2018,"Strat_summer_insitu",-0.177917403379685,"NYB","Summer",-6.39159882335526,119
"341",2019,"Strat_summer_insitu",0.05374282215808,"NYB","Summer",-6.39159882335526,103
"342",2021,"Strat_summer_insitu",0.011422913584257,"NYB","Summer",-6.39159882335526,90
"343",2022,"Strat_summer_insitu",0.139603667418395,"NYB","Summer",-6.39159882335526,70
"344",2024,"Strat_summer_insitu",0.232915067478873,"NYB","Summer",-6.39159882335526,56
"345",1975,"Strat_summer_insitu",-0.47353942424024,"NES","Summer",-6.89897767589619,18
"346",1976,"Strat_summer_insitu",0.115643055822257,"NES","Summer",-6.89897767589619,197
"347",1977,"Strat_summer_insitu",0.201099676088267,"NES","Summer",-6.89897767589619,346
"348",1978,"Strat_summer_insitu",-0.155268365182074,"NES","Summer",-6.89897767589619,332
"349",1979,"Strat_summer_insitu",-0.0878698415927133,"NES","Summer",-6.89897767589619,324
"350",1980,"Strat_summer_insitu",-0.0238689880370676,"NES","Summer",-6.89897767589619,19
"351",1981,"Strat_summer_insitu",-0.279669448963543,"NES","Summer",-6.89897767589619,26
"352",1982,"Strat_summer_insitu",-0.169961031256451,"NES","Summer",-6.89897767589619,100
"353",1984,"Strat_summer_insitu",0.0900944101266692,"NES","Summer",-6.89897767589619,20
"354",1985,"Strat_summer_insitu",-0.120589698876718,"NES","Summer",-6.89897767589619,141
"355",1986,"Strat_summer_insitu",-0.101863177325256,"NES","Summer",-6.89897767589619,121
"356",1987,"Strat_summer_insitu",0.0819989010629334,"NES","Summer",-6.89897767589619,425
"357",1988,"Strat_summer_insitu",-0.57435004072098,"NES","Summer",-6.89897767589619,375
"358",1989,"Strat_summer_insitu",-0.0967659287475699,"NES","Summer",-6.89897767589619,61
"359",1990,"Strat_summer_insitu",0.0651189634429516,"NES","Summer",-6.89897767589619,71
"360",1991,"Strat_summer_insitu",0.073529252332167,"NES","Summer",-6.89897767589619,354
"361",1992,"Strat_summer_insitu",-0.158017251372582,"NES","Summer",-6.89897767589619,325
"362",1993,"Strat_summer_insitu",0.114462580613354,"NES","Summer",-6.89897767589619,436
"363",1994,"Strat_summer_insitu",0.0402554626612494,"NES","Summer",-6.89897767589619,557
"364",1995,"Strat_summer_insitu",-0.337831927180087,"NES","Summer",-6.89897767589619,457
"365",1996,"Strat_summer_insitu",0.177677291494214,"NES","Summer",-6.89897767589619,955
"366",1997,"Strat_summer_insitu",-0.0484040606619408,"NES","Summer",-6.89897767589619,823
"367",1998,"Strat_summer_insitu",0.24058377575348,"NES","Summer",-6.89897767589619,437
"368",1999,"Strat_summer_insitu",0.0628287599344913,"NES","Summer",-6.89897767589619,448
"369",2000,"Strat_summer_insitu",-0.0479095426350404,"NES","Summer",-6.89897767589619,488
"370",2001,"Strat_summer_insitu",0.113944748056116,"NES","Summer",-6.89897767589619,534
"371",2002,"Strat_summer_insitu",0.0271318210078865,"NES","Summer",-6.89897767589619,495
"372",2003,"Strat_summer_insitu",0.260594439262588,"NES","Summer",-6.89897767589619,493
"373",2004,"Strat_summer_insitu",-0.0209859312775559,"NES","Summer",-6.89897767589619,555
"374",2005,"Strat_summer_insitu",0.170014590536617,"NES","Summer",-6.89897767589619,544
"375",2006,"Strat_summer_insitu",0.0407676877008468,"NES","Summer",-6.89897767589619,585
"376",2007,"Strat_summer_insitu",-0.0704048231223087,"NES","Summer",-6.89897767589619,509
"377",2008,"Strat_summer_insitu",0.135334375860874,"NES","Summer",-6.89897767589619,522
"378",2009,"Strat_summer_insitu",-0.0307025775225769,"NES","Summer",-6.89897767589619,641
"379",2010,"Strat_summer_insitu",0.127751045466218,"NES","Summer",-6.89897767589619,309
"380",2011,"Strat_summer_insitu",0.156781950552338,"NES","Summer",-6.89897767589619,342
"381",2012,"Strat_summer_insitu",0.227507439672964,"NES","Summer",-6.89897767589619,511
"382",2013,"Strat_summer_insitu",0.141071811174139,"NES","Summer",-6.89897767589619,417
"383",2014,"Strat_summer_insitu",-0.31660898341703,"NES","Summer",-6.89897767589619,242
"384",2015,"Strat_summer_insitu",0.158615289152835,"NES","Summer",-6.89897767589619,196
"385",2016,"Strat_summer_insitu",-0.0996620773778649,"NES","Summer",-6.89897767589619,301
"386",2017,"Strat_summer_insitu",-0.083433313989697,"NES","Summer",-6.89897767589619,40
"387",2018,"Strat_summer_insitu",0.118778744619645,"NES","Summer",-6.89897767589619,339
"388",2019,"Strat_summer_insitu",-0.0336982243802493,"NES","Summer",-6.89897767589619,334
"389",2020,"Strat_summer_insitu",-0.00897577597069893,"NES","Summer",-6.89897767589619,29
"390",2021,"Strat_summer_insitu",0.141381570817117,"NES","Summer",-6.89897767589619,398
"391",2022,"Strat_summer_insitu",0.00894532537130255,"NES","Summer",-6.89897767589619,161
"392",2024,"Strat_summer_insitu",0.248467465266719,"NES","Summer",-6.89897767589619,39
"393",1975,"Strat_summer_insitu",0.345327981580618,"MAB","Fall",-7.32498024823713,74
"394",1977,"Strat_summer_insitu",0.421335502138589,"MAB","Fall",-7.32498024823713,72
"395",1983,"Strat_summer_insitu",0.187382698625006,"MAB","Fall",-7.32498024823713,15
"396",1984,"Strat_summer_insitu",-0.196500087359532,"MAB","Fall",-7.32498024823713,42
"397",1985,"Strat_summer_insitu",-0.57690951937911,"MAB","Fall",-7.32498024823713,5
"398",1987,"Strat_summer_insitu",0.227072045855382,"MAB","Fall",-7.32498024823713,65
"399",1988,"Strat_summer_insitu",0.110320583167166,"MAB","Fall",-7.32498024823713,28
"400",1989,"Strat_summer_insitu",0.242042160711966,"MAB","Fall",-7.32498024823713,23
"401",1990,"Strat_summer_insitu",-0.082475103196853,"MAB","Fall",-7.32498024823713,20
"402",1991,"Strat_summer_insitu",-0.152393953058232,"MAB","Fall",-7.32498024823713,23
"403",1992,"Strat_summer_insitu",-0.543656173740101,"MAB","Fall",-7.32498024823713,39
"404",1993,"Strat_summer_insitu",0.0624418679558658,"MAB","Fall",-7.32498024823713,35
"405",1994,"Strat_summer_insitu",0.140245589106058,"MAB","Fall",-7.32498024823713,7
"406",1996,"Strat_summer_insitu",0.308918048155118,"MAB","Fall",-7.32498024823713,5
"407",1997,"Strat_summer_insitu",-0.00220725024659585,"MAB","Fall",-7.32498024823713,32
"408",1998,"Strat_summer_insitu",0.274858734842142,"MAB","Fall",-7.32498024823713,104
"409",1999,"Strat_summer_insitu",0.178957161474147,"MAB","Fall",-7.32498024823713,300
"410",2000,"Strat_summer_insitu",-0.478902765695541,"MAB","Fall",-7.32498024823713,61
"411",2001,"Strat_summer_insitu",0.137699640035212,"MAB","Fall",-7.32498024823713,52
"412",2002,"Strat_summer_insitu",-0.403862497266507,"MAB","Fall",-7.32498024823713,85
"413",2003,"Strat_summer_insitu",0.399513925691064,"MAB","Fall",-7.32498024823713,88
"414",2004,"Strat_summer_insitu",0.0662899795858174,"MAB","Fall",-7.32498024823713,63
"415",2005,"Strat_summer_insitu",0.498573148978211,"MAB","Fall",-7.32498024823713,101
"416",2006,"Strat_summer_insitu",-0.072487984020286,"MAB","Fall",-7.32498024823713,39
"417",2007,"Strat_summer_insitu",0.101968178866128,"MAB","Fall",-7.32498024823713,94
"418",2008,"Strat_summer_insitu",-0.23216290543427,"MAB","Fall",-7.32498024823713,87
"419",2009,"Strat_summer_insitu",-0.0940021911732674,"MAB","Fall",-7.32498024823713,131
"420",2010,"Strat_summer_insitu",-0.0955787768722849,"MAB","Fall",-7.32498024823713,123
"421",2011,"Strat_summer_insitu",0.0111513518440293,"MAB","Fall",-7.32498024823713,88
"422",2012,"Strat_summer_insitu",0.298820232549309,"MAB","Fall",-7.32498024823713,86
"423",2013,"Strat_summer_insitu",-0.240665362743402,"MAB","Fall",-7.32498024823713,37
"424",2014,"Strat_summer_insitu",-0.271939079676223,"MAB","Fall",-7.32498024823713,86
"425",2015,"Strat_summer_insitu",0.0673736749383343,"MAB","Fall",-7.32498024823713,51
"426",2016,"Strat_summer_insitu",-0.641977625255934,"MAB","Fall",-7.32498024823713,52
"427",2017,"Strat_summer_insitu",0.164093331269812,"MAB","Fall",-7.32498024823713,39
"428",2018,"Strat_summer_insitu",0.329853268066575,"MAB","Fall",-7.32498024823713,54
"429",2019,"Strat_summer_insitu",-0.480246993164627,"MAB","Fall",-7.32498024823713,88
"430",2020,"Strat_summer_insitu",0.00594186581508704,"MAB","Fall",-7.32498024823713,29
"431",2021,"Strat_summer_insitu",0.328439224486371,"MAB","Fall",-7.32498024823713,75
"432",2022,"Strat_summer_insitu",-0.110118791024308,"MAB","Fall",-7.32498024823713,64
"433",2023,"Strat_summer_insitu",-0.232533136430929,"MAB","Fall",-7.32498024823713,13
"434",1975,"Strat_summer_insitu",0.60262236270704,"NYB","Fall",-6.89121057622587,69
"435",1977,"Strat_summer_insitu",0.576846340042437,"NYB","Fall",-6.89121057622587,54
"436",1983,"Strat_summer_insitu",-0.259718816939741,"NYB","Fall",-6.89121057622587,1
"437",1984,"Strat_summer_insitu",-0.423319720135259,"NYB","Fall",-6.89121057622587,9
"438",1985,"Strat_summer_insitu",-0.614070425137857,"NYB","Fall",-6.89121057622587,6
"439",1987,"Strat_summer_insitu",0.285275619924986,"NYB","Fall",-6.89121057622587,22
"440",1988,"Strat_summer_insitu",1.14130105034061,"NYB","Fall",-6.89121057622587,13
"441",1992,"Strat_summer_insitu",-0.367851459667009,"NYB","Fall",-6.89121057622587,3
"442",1997,"Strat_summer_insitu",0.0707944882564713,"NYB","Fall",-6.89121057622587,16
"443",1998,"Strat_summer_insitu",0.486512157392263,"NYB","Fall",-6.89121057622587,65
"444",1999,"Strat_summer_insitu",0.169921115653298,"NYB","Fall",-6.89121057622587,67
"445",2000,"Strat_summer_insitu",-0.361073810247578,"NYB","Fall",-6.89121057622587,15
"446",2001,"Strat_summer_insitu",0.237288839343054,"NYB","Fall",-6.89121057622587,21
"447",2002,"Strat_summer_insitu",-0.3751806967531,"NYB","Fall",-6.89121057622587,42
"448",2003,"Strat_summer_insitu",0.573003003231921,"NYB","Fall",-6.89121057622587,21
"449",2004,"Strat_summer_insitu",-0.360780757495604,"NYB","Fall",-6.89121057622587,25
"450",2005,"Strat_summer_insitu",0.235619388241061,"NYB","Fall",-6.89121057622587,49
"451",2006,"Strat_summer_insitu",-0.10635099402041,"NYB","Fall",-6.89121057622587,24
"452",2007,"Strat_summer_insitu",0.0962532818212157,"NYB","Fall",-6.89121057622587,36
"453",2008,"Strat_summer_insitu",-0.272483279128377,"NYB","Fall",-6.89121057622587,29
"454",2009,"Strat_summer_insitu",-0.0933573309472887,"NYB","Fall",-6.89121057622587,52
"455",2010,"Strat_summer_insitu",-0.0580122539393678,"NYB","Fall",-6.89121057622587,51
"456",2011,"Strat_summer_insitu",0.00393561417444677,"NYB","Fall",-6.89121057622587,28
"457",2012,"Strat_summer_insitu",-0.0361617877180169,"NYB","Fall",-6.89121057622587,27
"458",2013,"Strat_summer_insitu",-0.268467538444773,"NYB","Fall",-6.89121057622587,13
"459",2014,"Strat_summer_insitu",-0.384512885094785,"NYB","Fall",-6.89121057622587,32
"460",2015,"Strat_summer_insitu",-0.179541103483484,"NYB","Fall",-6.89121057622587,21
"461",2016,"Strat_summer_insitu",-0.766701687929722,"NYB","Fall",-6.89121057622587,32
"462",2017,"Strat_summer_insitu",0.238133284248685,"NYB","Fall",-6.89121057622587,16
"463",2018,"Strat_summer_insitu",0.440600639776082,"NYB","Fall",-6.89121057622587,18
"464",2019,"Strat_summer_insitu",-0.601172444658382,"NYB","Fall",-6.89121057622587,32
"465",2020,"Strat_summer_insitu",-0.0504367818531232,"NYB","Fall",-6.89121057622587,39
"466",2021,"Strat_summer_insitu",0.645104236645295,"NYB","Fall",-6.89121057622587,27
"467",2022,"Strat_summer_insitu",-0.368735715631575,"NYB","Fall",-6.89121057622587,35
"468",2023,"Strat_summer_insitu",0.144718067426587,"NYB","Fall",-6.89121057622587,19
"469",1975,"Strat_summer_insitu",0.224778668088491,"NES","Fall",-7.38044264498011,74
"470",1976,"Strat_summer_insitu",0.502868005251749,"NES","Fall",-7.38044264498011,4
"471",1977,"Strat_summer_insitu",0.23476202139203,"NES","Fall",-7.38044264498011,107
"472",1978,"Strat_summer_insitu",-0.0430251854559238,"NES","Fall",-7.38044264498011,523
"473",1979,"Strat_summer_insitu",-0.353122835026482,"NES","Fall",-7.38044264498011,45
"474",1981,"Strat_summer_insitu",-0.292736182637356,"NES","Fall",-7.38044264498011,6
"475",1982,"Strat_summer_insitu",0.010256956538348,"NES","Fall",-7.38044264498011,40
"476",1983,"Strat_summer_insitu",0.128107037408611,"NES","Fall",-7.38044264498011,29
"477",1984,"Strat_summer_insitu",-0.0546298331072386,"NES","Fall",-7.38044264498011,64
"478",1985,"Strat_summer_insitu",-0.832526998356048,"NES","Fall",-7.38044264498011,5
"479",1986,"Strat_summer_insitu",0.15774858918697,"NES","Fall",-7.38044264498011,32
"480",1987,"Strat_summer_insitu",0.0088443696167545,"NES","Fall",-7.38044264498011,101
"481",1988,"Strat_summer_insitu",-0.204063656646183,"NES","Fall",-7.38044264498011,743
"482",1989,"Strat_summer_insitu",0.0610172527065811,"NES","Fall",-7.38044264498011,316
"483",1990,"Strat_summer_insitu",-0.0601532565444528,"NES","Fall",-7.38044264498011,459
"484",1991,"Strat_summer_insitu",0.0169509501561233,"NES","Fall",-7.38044264498011,572
"485",1992,"Strat_summer_insitu",-0.00794434866041879,"NES","Fall",-7.38044264498011,536
"486",1993,"Strat_summer_insitu",-0.0189086061453005,"NES","Fall",-7.38044264498011,502
"487",1994,"Strat_summer_insitu",0.0585800491405368,"NES","Fall",-7.38044264498011,352
"488",1995,"Strat_summer_insitu",0.0312441976488979,"NES","Fall",-7.38044264498011,292
"489",1996,"Strat_summer_insitu",0.0885837609063156,"NES","Fall",-7.38044264498011,299
"490",1997,"Strat_summer_insitu",-0.0955252981108344,"NES","Fall",-7.38044264498011,222
"491",1998,"Strat_summer_insitu",0.175641608215302,"NES","Fall",-7.38044264498011,463
"492",1999,"Strat_summer_insitu",-0.0684959562053346,"NES","Fall",-7.38044264498011,540
"493",2000,"Strat_summer_insitu",-0.0624774528086247,"NES","Fall",-7.38044264498011,271
"494",2001,"Strat_summer_insitu",-0.0558553788951473,"NES","Fall",-7.38044264498011,281
"495",2002,"Strat_summer_insitu",-0.217182831125323,"NES","Fall",-7.38044264498011,316
"496",2003,"Strat_summer_insitu",0.169495702421255,"NES","Fall",-7.38044264498011,328
"497",2004,"Strat_summer_insitu",-0.0103052595034132,"NES","Fall",-7.38044264498011,331
"498",2005,"Strat_summer_insitu",0.282420236901098,"NES","Fall",-7.38044264498011,346
"499",2006,"Strat_summer_insitu",0.0759936215352348,"NES","Fall",-7.38044264498011,276
"500",2007,"Strat_summer_insitu",0.208730309414033,"NES","Fall",-7.38044264498011,427
"501",2008,"Strat_summer_insitu",0.0436257152210649,"NES","Fall",-7.38044264498011,424
"502",2009,"Strat_summer_insitu",-0.0124396095603455,"NES","Fall",-7.38044264498011,463
"503",2010,"Strat_summer_insitu",-0.101865789467653,"NES","Fall",-7.38044264498011,579
"504",2011,"Strat_summer_insitu",0.183290484405653,"NES","Fall",-7.38044264498011,458
"505",2012,"Strat_summer_insitu",0.129903948260736,"NES","Fall",-7.38044264498011,419
"506",2013,"Strat_summer_insitu",-0.0919288232547793,"NES","Fall",-7.38044264498011,259
"507",2014,"Strat_summer_insitu",-0.141237653345652,"NES","Fall",-7.38044264498011,349
"508",2015,"Strat_summer_insitu",-0.0600448994099992,"NES","Fall",-7.38044264498011,282
"509",2016,"Strat_summer_insitu",-0.228998502269119,"NES","Fall",-7.38044264498011,244
"510",2017,"Strat_summer_insitu",0.252511215480324,"NES","Fall",-7.38044264498011,193
"511",2018,"Strat_summer_insitu",0.068608461696831,"NES","Fall",-7.38044264498011,167
"512",2019,"Strat_summer_insitu",-0.254424875933958,"NES","Fall",-7.38044264498011,300
"513",2020,"Strat_summer_insitu",-0.0380748227197696,"NES","Fall",-7.38044264498011,34
"514",2021,"Strat_summer_insitu",0.232607161904175,"NES","Fall",-7.38044264498011,266
"515",2022,"Strat_summer_insitu",0.170456906168412,"NES","Fall",-7.38044264498011,248
"516",2023,"Strat_summer_insitu",-0.211059174476171,"NES","Fall",-7.38044264498011,13
