# ---------------------------------- WARNING ----------------------------------------,,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,,
# for any damages resulting from its use.,,,,,,,,
#,,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,
#,,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,
#,,,,,,,,
# Contact:   gs-w_waterdata_support@usgs.gov,,,,,,,,
# retrieved: 2022-09-29 12:40:46 EDT       (caww01),,,,,,,,
#,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,
#    USGS 01310740 REYNOLDS CHANNEL AT POINT LOOKOUT NY,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,
#,,,,,,,,
# Data provided for site 01310740,,,,,,,,
#            TS   parameter     statistic     Description,,,,,,,,
"#        104823       90860     00001     Salinity, water, unfiltered, practical salinity units at 25 degrees Celsius (Maximum), monitor",,,,,,,,
"#        104824       90860     00002     Salinity, water, unfiltered, practical salinity units at 25 degrees Celsius (Minimum), monitor",,,,,,,,
"#        104825       90860     00003     Salinity, water, unfiltered, practical salinity units at 25 degrees Celsius (Mean), monitor",,,,,,,,
#,,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,,
#        ,,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,,
#     4  Statistic computed from less than expected number of instantaneous values for the period,,,,,,,,
# ,,,,,,,,
agency_cd,site_no,datetime,104823_90860_00001,104823_90860_00001_cd,104824_90860_00002,104824_90860_00002_cd,104825_90860_00003,104825_90860_00003_cd
USGS,1310740,6/25/09,30.2,A,29,A,29.7,A
USGS,1310740,6/26/09,30.5,A,29.1,A,29.8,A
USGS,1310740,6/27/09,30.5,A,29.2,A,30,A
USGS,1310740,6/28/09,30.6,A,29.2,A,30.1,A
USGS,1310740,6/29/09,30.7,A,29.4,A,30.1,A
USGS,1310740,6/30/09,30.8,A,29.4,A,30.3,A
USGS,1310740,7/1/09,30.8,A,29.4,A,30.3,A
USGS,1310740,7/2/09,30.5,A,29,A,29.8,A
USGS,1310740,7/3/09,30.7,A,28.7,A,29.8,A
USGS,1310740,7/4/09,30.9,A,28.7,A,29.9,A
USGS,1310740,7/5/09,31.2,A,28.8,A,30.3,A
USGS,1310740,7/6/09,31,A,29.2,A,30.4,A
USGS,1310740,7/7/09,31,A,29.4,A,30.4,A
USGS,1310740,7/8/09,30.8,A,28.6,A,29.9,A
USGS,1310740,7/9/09,31,A,29.1,A,30.3,A
USGS,1310740,7/10/09,30.9,A,29.2,A,30.2,A
USGS,1310740,7/11/09,,,29.1,A,,
USGS,1310740,7/12/09,,,29,A,,
USGS,1310740,7/13/09,30.9,A,29,A,30.2,A
USGS,1310740,7/14/09,31,A,29.2,A,30.3,A
USGS,1310740,7/15/09,30.8,A,29.1,A,30.1,A
USGS,1310740,7/16/09,30.5,A,29.3,A,30,A
USGS,1310740,7/17/09,30.8,A,29.3,A,30.1,A
USGS,1310740,7/18/09,30.7,A,29.3,A,30,A
USGS,1310740,7/19/09,31.4,A,29.3,A,30.5,A
USGS,1310740,7/20/09,31.3,A,29.6,A,30.8,A
USGS,1310740,7/21/09,31.1,A,29.6,A,30.5,A
USGS,1310740,7/22/09,30.5,A,29.6,A,30.2,A
USGS,1310740,7/23/09,30.5,A,29.5,A,30.1,A
USGS,1310740,7/24/09,30.5,A,29.2,A,29.9,A
USGS,1310740,7/25/09,30.8,A,29.5,A,30.1,A
USGS,1310740,7/26/09,30.5,A,29,A,29.9,A
USGS,1310740,7/27/09,30.2,A,28.9,A,29.7,A
USGS,1310740,7/28/09,30.2,A,29.1,A,29.9,A
USGS,1310740,7/29/09,30.2,A,28.9,A,29.7,A
USGS,1310740,7/30/09,30.2,A,28.9,A,29.6,A
USGS,1310740,7/31/09,30.2,A,28.7,A,29.6,A
USGS,1310740,8/1/09,30.1,A,28.7,A,29.4,A
USGS,1310740,8/2/09,30,A,28.5,A,29.4,A
USGS,1310740,8/3/09,29.9,A,28.5,A,29.2,A
USGS,1310740,8/4/09,30,A,28.3,A,29.2,A
USGS,1310740,8/5/09,30,A,28.3,A,29.3,A
USGS,1310740,8/6/09,30.5,A,28.2,A,29.4,A
USGS,1310740,8/7/09,30.7,A,28.4,A,29.7,A
USGS,1310740,8/8/09,30.8,A,28.6,A,29.9,A
USGS,1310740,8/9/09,30.2,A,28.4,A,29.3,A
USGS,1310740,8/10/09,30.2,A,28.4,A,29.3,A
USGS,1310740,8/11/09,30.6,A,28.4,A,29.5,A
USGS,1310740,8/12/09,30.6,A,28.5,A,29.8,A
USGS,1310740,8/13/09,30.3,A,28.4,A,29.6,A
USGS,1310740,8/14/09,30,A,28.6,A,29.5,A
USGS,1310740,8/15/09,30,A,28.5,A,29.5,A
USGS,1310740,8/16/09,30,A,28.6,A,29.5,A
USGS,1310740,8/17/09,30.2,A,,,,
USGS,1310740,8/18/09,30.2,A,29,A,29.9,A
USGS,1310740,8/19/09,30.5,A,29.2,A,30,A
USGS,1310740,8/20/09,30.6,A,29.4,A,30.2,A
USGS,1310740,8/21/09,30.5,A,29.2,A,30,A
USGS,1310740,8/22/09,30.5,A,29.4,A,29.9,A
USGS,1310740,8/23/09,30.4,A,29.3,A,29.9,A
USGS,1310740,8/24/09,30.4,A,29.2,A,29.9,A
USGS,1310740,8/25/09,30.5,A,29.3,A,30,A
USGS,1310740,8/26/09,30.7,A,29.2,A,30,A
USGS,1310740,8/27/09,30.8,A,29.2,A,30.1,A
USGS,1310740,8/28/09,30.6,A,29,A,30,A
USGS,1310740,8/29/09,30,A,28.7,A,29.6,A
USGS,1310740,8/30/09,30.3,A,28.6,A,29.5,A
USGS,1310740,8/31/09,30.5,A,28.5,A,29.7,A
USGS,1310740,9/1/09,30.8,A,28.5,A,30.2,A
USGS,1310740,9/2/09,30.8,A,29,A,30.2,A
USGS,1310740,9/3/09,31,A,29.3,A,30.4,A
USGS,1310740,9/4/09,31,A,29.6,A,30.5,A
USGS,1310740,9/5/09,31,A,29.7,A,30.7,A
USGS,1310740,9/6/09,31.3,A,30,A,30.8,A
USGS,1310740,9/7/09,31.1,A,30.4,A,30.9,A
USGS,1310740,9/8/09,31.1,A,30.3,A,30.8,A
USGS,1310740,9/9/09,31.1,A,30.3,A,30.9,A
USGS,1310740,9/10/09,31.1,A,30.6,A,31,A
USGS,1310740,9/11/09,31,A,30,A,30.7,A
USGS,1310740,9/12/09,30.8,A,30,A,30.4,A
USGS,1310740,9/13/09,30.8,A,29.6,A,30.4,A
USGS,1310740,9/14/09,30.9,A,29.7,A,30.4,A
USGS,1310740,9/15/09,31,A,29.9,A,30.5,A
USGS,1310740,9/16/09,31,A,29.9,A,30.7,A
USGS,1310740,9/17/09,30.8,A,30,A,30.5,A
USGS,1310740,9/18/09,30.8,A,30,A,30.5,A
USGS,1310740,9/19/09,30.9,A,30,A,30.6,A
USGS,1310740,9/20/09,31.1,A,30.5,A,30.8,A
USGS,1310740,9/21/09,31.3,A,30.5,A,30.9,A
USGS,1310740,9/22/09,31.3,A,30.5,A,31,A
USGS,1310740,9/23/09,31.3,A,30.5,A,31,A
USGS,1310740,9/24/09,31.8,A,30.3,A,31,A
USGS,1310740,9/25/09,31.7,A,30.5,A,31.2,A
USGS,1310740,9/26/09,31.7,A,30.8,A,31.4,A
USGS,1310740,9/27/09,31.3,A,30.1,A,30.8,A
USGS,1310740,9/28/09,30.9,A,29.6,A,30.4,A
USGS,1310740,9/29/09,31.5,A,29.5,A,30.4,A
USGS,1310740,9/30/09,31.9,A,29.5,A,30.8,A
USGS,1310740,10/1/09,32.5,A,29.7,A,31.6,A
USGS,1310740,10/2/09,32.6,A,30.3,A,31.8,A
USGS,1310740,10/3/09,32.2,A,30.8,A,31.6,A
USGS,1310740,10/4/09,32,A,30.7,A,31.5,A
USGS,1310740,10/5/09,31.8,A,30.7,A,31.4,A
USGS,1310740,10/6/09,32.1,A,30.8,A,31.5,A
USGS,1310740,10/7/09,32.3,A,31.1,A,31.7,A
USGS,1310740,10/8/09,32.1,A,31,A,31.7,A
USGS,1310740,10/9/09,32.1,A,31.3,A,31.9,A
USGS,1310740,10/10/09,31.9,A,31.3,A,31.7,A
USGS,1310740,10/11/09,32.1,A,31.4,A,31.8,A
USGS,1310740,10/12/09,32.1,A,31.5,A,31.8,A
USGS,1310740,10/13/09,32.1,A,31.2,A,31.8,A
USGS,1310740,10/14/09,32.3,A,31.6,A,32,A
USGS,1310740,10/15/09,32.2,A,31.3,A,32,A
USGS,1310740,10/16/09,32.1,A,31.6,A,31.9,A
USGS,1310740,10/17/09,32.3,A,31.5,A,32,A
USGS,1310740,10/18/09,32.4,A,31.6,A,32.1,A
USGS,1310740,10/19/09,32.5,A,31.7,A,32.1,A
USGS,1310740,10/20/09,32.4,A,31.7,A,32.1,A
USGS,1310740,10/21/09,32.4,A,31.7,A,32.2,A
USGS,1310740,10/22/09,32.4,A,31.4,A,32.2,A
USGS,1310740,10/23/09,32.6,A,31.6,A,32.2,A
USGS,1310740,10/24/09,32.5,A,31,A,32.1,A
USGS,1310740,10/25/09,32.3,A,30.8,A,31.6,A
USGS,1310740,10/26/09,32.1,A,30.9,A,31.6,A
USGS,1310740,10/27/09,32.1,A,31,A,31.7,A
USGS,1310740,10/28/09,32.2,A,30.5,A,31.4,A
USGS,1310740,10/29/09,32.2,A,30,A,31.3,A
USGS,1310740,10/30/09,32.4,A,30,A,31.4,A
USGS,1310740,10/31/09,32.3,A,29.7,A,31.4,A
USGS,1310740,11/1/09,32,A,30,A,31.2,A
USGS,1310740,11/2/09,32.2,A,30,A,31.4,A
USGS,1310740,11/3/09,32.1,A,30.6,A,31.5,A
USGS,1310740,11/4/09,32,A,30.8,A,31.5,A
USGS,1310740,11/5/09,32,A,31,A,31.6,A
USGS,1310740,11/6/09,32,A,31.1,A,31.6,A
USGS,1310740,11/7/09,32,A,31.1,A,31.7,A
USGS,1310740,11/8/09,31.9,A,31.2,A,31.7,A
USGS,1310740,11/9/09,31.9,A,31.1,A,31.6,A
USGS,1310740,11/10/09,32,A,31,A,31.6,A
USGS,1310740,11/11/09,32.1,A,31.3,A,31.9,A
USGS,1310740,11/12/09,32.1,A,31.1,A,31.8,A
USGS,1310740,11/13/09,32.3,A,31.6,A,32.1,A
USGS,1310740,11/14/09,32.1,A,31,A,31.6,A
USGS,1310740,11/15/09,31.8,A,30.8,A,31.3,A
USGS,1310740,11/16/09,31.7,A,30.8,A,31.2,A
USGS,1310740,11/17/09,31.7,A,30.8,A,31.2,A
USGS,1310740,11/18/09,31.6,A,31,A,31.2,A
USGS,1310740,11/19/09,31.6,A,31,A,31.2,A
USGS,1310740,11/20/09,31.5,A,30.5,A,31.1,A
USGS,1310740,11/21/09,31.8,A,30.5,A,31.1,A
USGS,1310740,11/22/09,31.8,A,30.7,A,31.4,A
USGS,1310740,11/23/09,31.8,A,30.8,A,31.4,A
USGS,1310740,11/24/09,31.6,A,30.7,A,31.2,A
USGS,1310740,11/25/09,31.7,A,30.8,A,31.3,A
USGS,1310740,11/26/09,31.7,A,30.7,A,31.3,A
USGS,1310740,11/27/09,31.8,A,30.4,A,31.2,A
USGS,1310740,11/28/09,32,A,30.2,A,31.1,A
USGS,1310740,11/29/09,31.8,A,30.7,A,31.5,A
USGS,1310740,11/30/09,32,A,30.9,A,31.6,A
USGS,1310740,12/1/09,32.4,A,30.9,A,31.7,A
USGS,1310740,12/2/09,32.4,A,31.3,A,31.9,A
USGS,1310740,12/3/09,32.6,A,31.2,A,31.9,A
USGS,1310740,12/4/09,32.4,A,30.8,A,31.8,A
USGS,1310740,12/5/09,32.6,A,31.1,A,31.9,A
USGS,1310740,12/6/09,31.9,A,31,A,31.6,A
USGS,1310740,12/7/09,32.1,A,31.3,A,31.8,A
USGS,1310740,12/8/09,32.1,A,31.4,A,31.8,A
USGS,1310740,12/9/09,32.3,A,30.8,A,31.7,A
USGS,1310740,12/10/09,32.1,A,30.5,A,31.2,A
USGS,1310740,12/11/09,32.4,A,30.2,A,31.4,A
USGS,1310740,12/12/09,31.6,A,30.8,A,31.2,A
USGS,1310740,12/13/09,32.1,A,30.7,A,31.4,A
USGS,1310740,12/14/09,32.4,A,30.6,A,31.7,A
USGS,1310740,12/15/09,32.3,A,31,A,31.8,A
USGS,1310740,12/16/09,32.4,A,31,A,31.8,A
USGS,1310740,12/17/09,33.2,A,31.4,A,32.2,A
USGS,1310740,12/18/09,33.5,A,31.8,A,32.7,A
USGS,1310740,12/19/09,33.2,A,32.4,A,32.9,A
USGS,1310740,12/20/09,32.9,A,32.3,A,32.7,A
USGS,1310740,12/21/09,32.9,A,32.2,A,32.7,A
USGS,1310740,12/22/09,33.4,A,32.2,A,32.7,A
USGS,1310740,12/23/09,33.6,A,32.4,A,32.9,A
USGS,1310740,12/24/09,33.8,A,32.6,A,33.1,A
USGS,1310740,12/25/09,33.2,A,32.6,A,33,A
USGS,1310740,12/26/09,32.9,A,32.3,A,32.7,A
USGS,1310740,12/27/09,33.2,A,31.4,A,32.2,A
USGS,1310740,12/28/09,32.9,A,31.2,A,32.1,A
USGS,1310740,12/29/09,32.9,A,31.1,A,32.1,A
USGS,1310740,12/30/09,32.9,A,31.4,A,32.4,A
USGS,1310740,12/31/09,32.8,A,31.9,A,32.4,A
USGS,1310740,1/1/10,32.9,A,32,A,32.4,A
USGS,1310740,1/2/10,33.1,A,31.9,A,32.5,A
USGS,1310740,1/3/10,33.9,A,32.2,A,33.1,A
USGS,1310740,1/4/10,34,A,32.9,A,33.5,A
USGS,1310740,1/5/10,33.8,A,33.2,A,33.6,A
USGS,1310740,1/6/10,33.8,A,33.2,A,33.5,A
USGS,1310740,1/7/10,33.9,A,33.1,A,33.6,A
USGS,1310740,1/8/10,33.8,A,33.1,A,33.6,A
USGS,1310740,1/9/10,33.8,A,33.2,A,33.6,A
USGS,1310740,1/10/10,33.8,A,33.3,A,33.6,A
USGS,1310740,1/11/10,33.8,A,33.2,A,33.7,A
USGS,1310740,1/12/10,33.8,A,33.2,A,33.6,A
USGS,1310740,1/13/10,33.9,A,33.2,A,33.6,A
USGS,1310740,1/14/10,33.8,A,33.2,A,33.6,A
USGS,1310740,1/15/10,33.6,A,32.9,A,33.4,A
USGS,1310740,1/16/10,33.6,A,32.6,A,33.2,A
USGS,1310740,1/17/10,33.7,A,32.7,A,33.3,A
USGS,1310740,1/18/10,33.4,A,32.1,A,32.9,A
USGS,1310740,1/19/10,33.5,A,32.1,A,32.9,A
USGS,1310740,1/20/10,32.9,A,31.8,A,32.5,A
USGS,1310740,1/21/10,33,A,31.8,A,32.6,A
USGS,1310740,1/22/10,33.1,A,32,A,32.7,A
USGS,1310740,1/23/10,33.2,A,31.8,A,32.7,A
USGS,1310740,1/24/10,33.3,A,31.8,A,32.6,A
USGS,1310740,1/25/10,33.2,A,31.2,A,32.4,A
USGS,1310740,1/26/10,32.7,A,31,A,32,A
USGS,1310740,1/27/10,33,A,31,A,32.2,A
USGS,1310740,1/28/10,33.2,A,31.2,A,32.5,A
USGS,1310740,1/29/10,34.1,A,32,A,33.1,A
USGS,1310740,1/30/10,34.2,A,32.5,A,33.5,A
USGS,1310740,1/31/10,34.2,A,33.2,A,33.9,A
USGS,1310740,2/1/10,34.3,A,33.5,A,33.9,A
USGS,1310740,2/2/10,34.2,A,33.5,A,33.9,A
USGS,1310740,2/3/10,34.2,A,33.5,A,33.9,A
USGS,1310740,2/4/10,34.1,A,33.2,A,33.8,A
USGS,1310740,2/5/10,34.1,A,33.3,A,33.9,A
USGS,1310740,2/6/10,34.4,A,33.8,A,34.2,A
USGS,1310740,2/7/10,34.5,A,33.7,A,34.1,A
USGS,1310740,2/8/10,34.3,A,33.2,A,34,A
USGS,1310740,2/9/10,34.6,A,33.2,A,34,A
USGS,1310740,2/10/10,34.3,A,33,A,33.9,A
USGS,1310740,2/11/10,33.8,A,32.8,A,33.4,A
USGS,1310740,2/12/10,33.8,A,32.7,A,33.4,A
USGS,1310740,2/13/10,33.8,A,32.8,A,33.4,A
USGS,1310740,2/14/10,34,A,32.7,A,33.5,A
USGS,1310740,2/15/10,34.2,A,32.7,A,33.5,A
USGS,1310740,2/16/10,33.6,A,32.6,A,33.2,A
USGS,1310740,2/17/10,33.5,A,32.5,A,33.2,A
USGS,1310740,2/18/10,34,A,32.4,A,33.2,A
USGS,1310740,2/19/10,34,A,32.4,A,33.2,A
USGS,1310740,2/20/10,33.8,A,32.6,A,33.3,A
USGS,1310740,2/21/10,33.9,A,32.6,A,33.2,A
USGS,1310740,2/22/10,34.1,A,32.7,A,33.4,A
USGS,1310740,2/23/10,33.9,A,32.8,A,33.5,A
USGS,1310740,2/24/10,33.8,A,30.9,A,32.2,A
USGS,1310740,2/25/10,33.8,A,30.4,A,32.1,A
USGS,1310740,2/26/10,33.8,A,30.4,A,32.7,A
USGS,1310740,2/27/10,33.5,A,31,A,32.7,A
USGS,1310740,2/28/10,33.6,A,31.6,A,32.8,A
USGS,1310740,3/1/10,33.5,A,31.6,A,32.6,A
USGS,1310740,3/2/10,33.6,A,31.9,A,32.8,A
USGS,1310740,3/3/10,33.5,A,32.1,A,32.9,A
USGS,1310740,3/4/10,33.3,A,32.1,A,32.7,A
USGS,1310740,3/5/10,33.2,A,32,A,32.7,A
USGS,1310740,3/6/10,33.2,A,32,A,32.7,A
USGS,1310740,3/7/10,33.2,A,31.6,A,32.5,A
USGS,1310740,3/8/10,33.1,A,31.4,A,32.4,A
USGS,1310740,3/9/10,33.2,A,31.2,A,32.2,A
USGS,1310740,3/10/10,33.1,A,31.4,A,32.4,A
USGS,1310740,3/11/10,33,A,31.4,A,32.4,A
USGS,1310740,3/12/10,32.6,A,31.7,A,32.2,A
USGS,1310740,3/13/10,32.4,A,26.7,A,30.5,A
USGS,1310740,3/14/10,31.7,A,26.2,A,28.3,A
USGS,1310740,3/15/10,31.5,A,26.8,A,28.7,A
USGS,1310740,3/16/10,31.1,A,27.1,A,28.8,A
USGS,1310740,3/17/10,30.9,A,27.6,A,29.1,A
USGS,1310740,3/18/10,31.4,A,27.9,A,29.6,A
USGS,1310740,3/19/10,31.6,A,28.3,A,30,A
USGS,1310740,3/20/10,31.2,A,28.6,A,30.1,A
USGS,1310740,3/21/10,31.6,A,28.7,A,30.1,A
USGS,1310740,3/22/10,31.1,A,28.9,A,30,A
USGS,1310740,3/23/10,30.7,A,28.4,A,29.6,A
USGS,1310740,3/24/10,30.8,A,27.8,A,29.1,A
USGS,1310740,3/25/10,32,A,28.1,A,30.1,A
USGS,1310740,3/26/10,32.2,A,28.1,A,30.1,A
USGS,1310740,3/27/10,32.3,A,28.9,A,31.3,A
USGS,1310740,3/28/10,31.8,A,30,A,31.1,A
USGS,1310740,3/29/10,31.1,A,28.9,A,30.4,A
USGS,1310740,3/30/10,31.6,A,26.7,A,29.4,A
USGS,1310740,3/31/10,31.7,A,27,A,29.5,A
USGS,1310740,4/1/10,31.3,A,27.9,A,29.6,A
USGS,1310740,4/2/10,30.8,A,28.1,A,29.6,A
USGS,1310740,4/3/10,30.6,A,28.1,A,29.5,A
USGS,1310740,4/4/10,30.4,A,27.9,A,29.4,A
USGS,1310740,4/5/10,30.5,A,27.8,A,29.3,A
USGS,1310740,4/6/10,30.7,A,27.9,A,29.1,A
USGS,1310740,4/7/10,30.1,A,27.6,A,28.9,A
USGS,1310740,4/8/10,30.2,A,27.2,A,28.8,A
USGS,1310740,4/9/10,30.9,A,26.7,A,27.8,A
USGS,1310740,4/10/10,30.5,A,26.6,A,28.3,A
USGS,1310740,4/11/10,30.9,A,27,A,29.3,A
USGS,1310740,4/12/10,31,A,27.4,A,29.6,A
USGS,1310740,4/13/10,31,A,27.9,A,29.8,A
USGS,1310740,4/14/10,30.8,A,28,A,29.9,A
USGS,1310740,4/15/10,31.1,A,28.2,A,30,A
USGS,1310740,4/16/10,30.8,A,28.8,A,30.2,A
USGS,1310740,4/17/10,30.3,A,28.5,A,29.7,A
USGS,1310740,4/18/10,30.3,A,28.5,A,29.6,A
USGS,1310740,4/19/10,30.5,A,28.6,A,29.6,A
USGS,1310740,4/20/10,30.4,A,28.8,A,29.8,A
USGS,1310740,4/21/10,30.3,A,28.9,A,29.8,A
USGS,1310740,4/22/10,30.2,A,28.9,A,29.8,A
USGS,1310740,4/23/10,30.3,A,28.7,A,29.7,A
USGS,1310740,4/24/10,30.5,A,28.9,A,29.9,A
USGS,1310740,4/25/10,30.4,A,28.7,A,29.7,A
USGS,1310740,4/26/10,29.8,A,28.4,A,29.3,A
USGS,1310740,4/27/10,29.6,A,27.9,A,28.9,A
USGS,1310740,4/28/10,29.6,A,28,A,28.9,A
USGS,1310740,4/29/10,30.4,A,28.2,A,29.4,A
USGS,1310740,4/30/10,31,A,28.8,A,30,A
USGS,1310740,5/1/10,30.6,A,28.8,A,30,A
USGS,1310740,5/2/10,30.5,A,27.2,A,29.7,A
USGS,1310740,5/3/10,31,A,28.2,A,29.7,A
USGS,1310740,5/4/10,31,A,28.1,A,29.6,A
USGS,1310740,5/5/10,31,A,28,A,29.6,A
USGS,1310740,5/6/10,30.5,A,28.1,A,29.6,A
USGS,1310740,5/7/10,30.8,A,27.9,A,29.4,A
USGS,1310740,5/8/10,30.8,A,28.5,A,29.7,A
USGS,1310740,5/9/10,30.7,A,28.1,A,29.4,A
USGS,1310740,5/10/10,32,A,28.7,A,30.4,A
USGS,1310740,5/11/10,32.3,A,28.9,A,30.8,A
USGS,1310740,5/12/10,31.7,A,30,A,31.1,A
USGS,1310740,5/13/10,31.4,A,29.7,A,30.8,A
USGS,1310740,5/14/10,31.4,A,29.9,A,30.8,A
USGS,1310740,5/15/10,31.6,A,29.7,A,30.8,A
USGS,1310740,5/16/10,31.5,A,30.1,A,30.9,A
USGS,1310740,5/17/10,31.4,A,29.7,A,30.9,A
USGS,1310740,5/18/10,31.3,A,29.7,A,30.5,A
USGS,1310740,5/19/10,30.7,A,29,A,30,A
USGS,1310740,5/20/10,31,A,29.2,A,30.2,A
USGS,1310740,5/21/10,31.1,A,29.7,A,30.5,A
USGS,1310740,5/22/10,30.9,A,29.5,A,30.4,A
USGS,1310740,5/23/10,30.6,A,29.7,A,30.3,A
USGS,1310740,5/24/10,30.7,A,29.7,A,30.2,A
USGS,1310740,5/25/10,30.5,A,29.6,A,30.1,A
USGS,1310740,5/26/10,30.6,A,29.7,A,30.3,A
USGS,1310740,5/27/10,30.7,A,29.6,A,30.3,A
USGS,1310740,5/28/10,30.5,A,29.8,A,30.2,A
USGS,1310740,5/29/10,30.5,A,29.8,A,30.2,A
USGS,1310740,5/30/10,30.8,A,29.4,A,30.2,A
USGS,1310740,5/31/10,30.7,A,29.7,A,30.3,A
USGS,1310740,6/1/10,30.6,A,29.8,A,30.3,A
USGS,1310740,6/2/10,30.6,A,29.5,A,30.3,A
USGS,1310740,6/3/10,30.6,A,29.8,A,30.3,A
USGS,1310740,6/4/10,30.7,A,29.6,A,30.2,A
USGS,1310740,6/5/10,30.8,A,29.7,A,30.2,A
USGS,1310740,6/6/10,30.8,A,29.4,A,30.2,A
USGS,1310740,6/7/10,31,A,29.4,A,30.3,A
USGS,1310740,6/8/10,30.9,A,29.4,A,30.3,A
USGS,1310740,6/9/10,30.9,A,29.7,A,30.5,A
USGS,1310740,6/10/10,30.7,A,29.6,A,30.3,A
USGS,1310740,6/11/10,30.7,A,29.6,A,30.3,A
USGS,1310740,6/12/10,30.8,A,29.7,A,30.3,A
USGS,1310740,6/13/10,30.8,A,29.7,A,30.3,A
USGS,1310740,6/14/10,30.8,A,29.9,A,30.5,A
USGS,1310740,6/15/10,30.8,A,30,A,30.5,A
USGS,1310740,6/16/10,30.7,A,30,A,30.4,A
USGS,1310740,6/17/10,30.8,A,29.8,A,30.3,A
USGS,1310740,6/18/10,30.8,A,29.7,A,30.3,A
USGS,1310740,6/19/10,30.8,A,30,A,30.5,A
USGS,1310740,6/20/10,30.8,A,30,A,30.5,A
USGS,1310740,6/21/10,30.8,A,30,A,30.5,A
USGS,1310740,6/22/10,30.9,A,30.1,A,30.6,A
USGS,1310740,6/23/10,30.7,A,30,A,30.5,A
USGS,1310740,6/24/10,30.9,A,30,A,30.5,A
USGS,1310740,6/25/10,30.8,A,30,A,30.5,A
USGS,1310740,6/26/10,30.6,A,29.9,A,30.3,A
USGS,1310740,6/27/10,31,A,30,A,30.7,A
USGS,1310740,6/28/10,30.9,A,30.3,A,30.7,A
USGS,1310740,6/29/10,31.1,A,30.2,A,30.6,A
USGS,1310740,6/30/10,31,A,30,A,30.6,A
USGS,1310740,7/1/10,31.2,A,30.2,A,30.7,A
USGS,1310740,7/2/10,31.2,A,30.2,A,30.8,A
USGS,1310740,7/3/10,31.2,A,30.2,A,30.8,A
USGS,1310740,7/4/10,31.1,A,30.3,A,30.8,A
USGS,1310740,7/5/10,31.2,A,30.3,A,30.8,A
USGS,1310740,7/6/10,31.3,A,30.5,A,30.9,A
USGS,1310740,7/7/10,31.3,A,30.5,A,30.9,A
USGS,1310740,7/8/10,31.2,A,30.6,A,31,A
USGS,1310740,7/9/10,31.2,A,30.5,A,30.9,A
USGS,1310740,7/10/10,31.1,A,30.3,A,30.7,A
USGS,1310740,7/11/10,31,A,29.8,A,30.4,A
USGS,1310740,7/12/10,30.8,A,30,A,30.6,A
USGS,1310740,7/13/10,30.8,A,30.1,A,30.6,A
USGS,1310740,7/14/10,30.6,A,30.2,A,30.5,A
USGS,1310740,7/15/10,30.5,A,29.5,A,30.2,A
USGS,1310740,7/16/10,30.4,A,29.7,A,30.2,A
USGS,1310740,7/17/10,30.4,A,29.7,A,30.2,A
USGS,1310740,7/18/10,30.5,A,29.8,A,30.2,A
USGS,1310740,7/19/10,30.5,A,29.8,A,30.2,A
USGS,1310740,7/20/10,30.5,A,29.7,A,30.1,A
USGS,1310740,7/21/10,30.4,A,29.7,A,30.2,A
USGS,1310740,7/22/10,30.6,A,29.7,A,30.2,A
USGS,1310740,7/23/10,30.7,A,29.7,A,30.3,A
USGS,1310740,7/24/10,30.7,A,29.7,A,30.3,A
USGS,1310740,7/25/10,30.7,A,29.6,A,30.3,A
USGS,1310740,7/26/10,30.6,A,29.7,A,30.2,A
USGS,1310740,7/27/10,30.6,A,29.7,A,30.3,A
USGS,1310740,7/28/10,30.6,A,29.7,A,30.3,A
USGS,1310740,7/29/10,30.5,A,29.7,A,30.3,A
USGS,1310740,7/30/10,30.8,A,29.8,A,30.4,A
USGS,1310740,7/31/10,30.8,A,30,A,30.5,A
USGS,1310740,8/1/10,30.8,A,30.2,A,30.5,A
USGS,1310740,8/2/10,30.8,A,30.2,A,30.5,A
USGS,1310740,8/3/10,30.9,A,30,A,30.6,A
USGS,1310740,8/4/10,30.9,A,30,A,30.6,A
USGS,1310740,8/5/10,31,A,30,A,30.5,A
USGS,1310740,8/6/10,30.9,A,30,A,30.6,A
USGS,1310740,8/7/10,31,A,30.2,A,30.7,A
USGS,1310740,8/8/10,31,A,30.2,A,30.7,A
USGS,1310740,8/9/10,30.9,A,30.2,A,30.6,A
USGS,1310740,8/10/10,31.1,A,30.2,A,30.6,A
USGS,1310740,8/11/10,30.8,A,30.2,A,30.5,A
USGS,1310740,8/12/10,31,A,30.2,A,30.7,A
USGS,1310740,8/13/10,31.1,A,30.6,A,30.9,A
USGS,1310740,8/14/10,31.1,A,30.8,A,31,A
