# ---------------------------------- WARNING ----------------------------------------,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,
# may not have received Director's approval. Any such data values are qualified,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,
# for any damages resulting from its use.,,,,
#,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,
#,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,
#,,,,
# Contact:   gs-w_waterdata_support@usgs.gov,,,,
# retrieved: 2022-09-29 16:20:21 EDT       (sdww01),,,,
#,,,,
# Data for the following 1 site(s) are contained in this file,,,,
#    USGS 01358000 HUDSON RIVER AT GREEN ISLAND NY,,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 01358000,,,,
#            TS   parameter     statistic     Description,,,,
"#        105057       00060     00003     Discharge, cubic feet per second (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output:,,,,
#        ,,,,
#     A  Approved for publication -- Processing and review completed.,,,,
#     P  Provisional data subject to revision.,,,,
#     e  Value has been estimated.,,,,
# ,,,,
agency_cd,site_no,datetime,105057_00060_00003,105057_00060_00003_cd
USGS,1358000,4/7/00,49100,A
USGS,1358000,4/8/00,,
USGS,1358000,4/9/00,,
USGS,1358000,4/10/00,,
USGS,1358000,4/11/00,,
USGS,1358000,4/12/00,,
USGS,1358000,4/13/00,,
USGS,1358000,4/14/00,,
USGS,1358000,4/15/00,,
USGS,1358000,4/16/00,,
USGS,1358000,4/17/00,,
USGS,1358000,4/18/00,,
USGS,1358000,4/19/00,,
USGS,1358000,4/20/00,,
USGS,1358000,4/21/00,,
USGS,1358000,4/22/00,,
USGS,1358000,4/23/00,,
USGS,1358000,4/24/00,,
USGS,1358000,4/25/00,,
USGS,1358000,4/26/00,,
USGS,1358000,4/27/00,,
USGS,1358000,4/28/00,,
USGS,1358000,4/29/00,,
USGS,1358000,4/30/00,,
USGS,1358000,5/1/00,,
USGS,1358000,5/2/00,,
USGS,1358000,5/3/00,,
USGS,1358000,5/4/00,,
USGS,1358000,5/5/00,,
USGS,1358000,5/6/00,,
USGS,1358000,5/7/00,,
USGS,1358000,5/8/00,,
USGS,1358000,5/9/00,17500,A
USGS,1358000,5/10/00,17400,A
USGS,1358000,5/11/00,42400,A
USGS,1358000,5/12/00,48400,A
USGS,1358000,5/13/00,45800,A
USGS,1358000,5/14/00,72900,A
USGS,1358000,5/15/00,66400,A
USGS,1358000,5/16/00,52700,A
USGS,1358000,5/17/00,43600,A
USGS,1358000,5/18/00,34600,A
USGS,1358000,5/19/00,,
USGS,1358000,5/20/00,,
USGS,1358000,5/21/00,,
USGS,1358000,5/22/00,,
USGS,1358000,5/23/00,,
USGS,1358000,5/24/00,,
USGS,1358000,5/25/00,,
USGS,1358000,5/26/00,,
USGS,1358000,5/27/00,,
USGS,1358000,5/28/00,,
USGS,1358000,5/29/00,,
USGS,1358000,5/30/00,,
USGS,1358000,5/31/00,,
USGS,1358000,6/1/00,,
USGS,1358000,6/2/00,,
USGS,1358000,6/3/00,,
USGS,1358000,6/4/00,,
USGS,1358000,6/5/00,,
USGS,1358000,6/6/00,,
USGS,1358000,6/7/00,78100,A
USGS,1358000,6/8/00,58300,A
USGS,1358000,6/9/00,,
USGS,1358000,6/10/00,,
USGS,1358000,6/11/00,,
USGS,1358000,6/12/00,,
USGS,1358000,6/13/00,,
USGS,1358000,6/14/00,37600,A
USGS,1358000,6/15/00,30500,A
USGS,1358000,6/16/00,25200,A
USGS,1358000,6/17/00,21500,A
USGS,1358000,6/18/00,19300,A
USGS,1358000,6/19/00,,
USGS,1358000,6/20/00,,
USGS,1358000,6/21/00,,
USGS,1358000,6/22/00,,
USGS,1358000,6/23/00,,
USGS,1358000,6/24/00,,
USGS,1358000,6/25/00,,
USGS,1358000,6/26/00,,
USGS,1358000,6/27/00,,
USGS,1358000,6/28/00,,
USGS,1358000,6/29/00,,
USGS,1358000,6/30/00,,
USGS,1358000,7/1/00,,
USGS,1358000,7/2/00,,
USGS,1358000,7/3/00,,
USGS,1358000,7/4/00,,
USGS,1358000,7/5/00,,
USGS,1358000,7/6/00,,
USGS,1358000,7/7/00,,
USGS,1358000,7/8/00,,
USGS,1358000,7/9/00,,
USGS,1358000,7/10/00,,
USGS,1358000,7/11/00,,
USGS,1358000,7/12/00,,
USGS,1358000,7/13/00,,
USGS,1358000,7/14/00,,
USGS,1358000,7/15/00,,
USGS,1358000,7/16/00,,
USGS,1358000,7/17/00,,
USGS,1358000,7/18/00,,
USGS,1358000,7/19/00,,
USGS,1358000,7/20/00,,
USGS,1358000,7/21/00,,
USGS,1358000,7/22/00,,
USGS,1358000,7/23/00,,
USGS,1358000,7/24/00,,
USGS,1358000,7/25/00,,
USGS,1358000,7/26/00,,
USGS,1358000,7/27/00,,
USGS,1358000,7/28/00,,
USGS,1358000,7/29/00,,
USGS,1358000,7/30/00,,
USGS,1358000,7/31/00,,
USGS,1358000,8/1/00,,
USGS,1358000,8/2/00,,
USGS,1358000,8/3/00,,
USGS,1358000,8/4/00,,
USGS,1358000,8/5/00,,
USGS,1358000,8/6/00,,
USGS,1358000,8/7/00,,
USGS,1358000,8/8/00,,
USGS,1358000,8/9/00,,
USGS,1358000,8/10/00,,
USGS,1358000,8/11/00,,
USGS,1358000,8/12/00,,
USGS,1358000,8/13/00,,
USGS,1358000,8/14/00,,
USGS,1358000,8/15/00,,
USGS,1358000,8/16/00,,
USGS,1358000,8/17/00,,
USGS,1358000,8/18/00,,
USGS,1358000,8/19/00,,
USGS,1358000,8/20/00,,
USGS,1358000,8/21/00,,
USGS,1358000,8/22/00,,
USGS,1358000,8/23/00,,
USGS,1358000,8/24/00,,
USGS,1358000,8/25/00,,
USGS,1358000,8/26/00,,
USGS,1358000,8/27/00,,
USGS,1358000,8/28/00,,
USGS,1358000,8/29/00,,
USGS,1358000,8/30/00,,
USGS,1358000,8/31/00,,
USGS,1358000,9/1/00,,
USGS,1358000,9/2/00,,
USGS,1358000,9/3/00,,
USGS,1358000,9/4/00,,
USGS,1358000,9/5/00,,
USGS,1358000,9/6/00,,
USGS,1358000,9/7/00,,
USGS,1358000,9/8/00,,
USGS,1358000,9/9/00,,
USGS,1358000,9/10/00,,
USGS,1358000,9/11/00,,
USGS,1358000,9/12/00,,
USGS,1358000,9/13/00,,
USGS,1358000,9/14/00,,
USGS,1358000,9/15/00,,
USGS,1358000,9/16/00,,
USGS,1358000,9/17/00,,
USGS,1358000,9/18/00,,
USGS,1358000,9/19/00,,
USGS,1358000,9/20/00,,
USGS,1358000,9/21/00,,
USGS,1358000,9/22/00,,
USGS,1358000,9/23/00,,
USGS,1358000,9/24/00,,
USGS,1358000,9/25/00,,
USGS,1358000,9/26/00,,
USGS,1358000,9/27/00,,
USGS,1358000,9/28/00,,
USGS,1358000,9/29/00,,
USGS,1358000,9/30/00,,
USGS,1358000,10/1/00,6400,A:e
USGS,1358000,10/2/00,7200,A:e
USGS,1358000,10/3/00,6400,A:e
USGS,1358000,10/4/00,5400,A:e
USGS,1358000,10/5/00,6300,A:e
USGS,1358000,10/6/00,9100,A:e
USGS,1358000,10/7/00,11000,A:e
USGS,1358000,10/8/00,10400,A:e
USGS,1358000,10/9/00,8700,A:e
USGS,1358000,10/10/00,6500,A:e
USGS,1358000,10/11/00,7800,A:e
USGS,1358000,10/12/00,7300,A:e
USGS,1358000,10/13/00,6700,A:e
USGS,1358000,10/14/00,7300,A:e
USGS,1358000,10/15/00,6000,A:e
USGS,1358000,10/16/00,6600,A:e
USGS,1358000,10/17/00,9600,A:e
USGS,1358000,10/18/00,13600,A:e
USGS,1358000,10/19/00,23700,A:e
USGS,1358000,10/20/00,17200,A:e
USGS,1358000,10/21/00,12900,A:e
USGS,1358000,10/22/00,12700,A:e
USGS,1358000,10/23/00,10200,A:e
USGS,1358000,10/24/00,8900,A:e
USGS,1358000,10/25/00,9300,A:e
USGS,1358000,10/26/00,9200,A:e
USGS,1358000,10/27/00,7200,A:e
USGS,1358000,10/28/00,9300,A:e
USGS,1358000,10/29/00,8600,A:e
USGS,1358000,10/30/00,8300,A:e
USGS,1358000,10/31/00,8600,A:e
USGS,1358000,11/1/00,7600,A:e
USGS,1358000,11/2/00,7800,A:e
USGS,1358000,11/3/00,7500,A:e
USGS,1358000,11/4/00,7300,A:e
USGS,1358000,11/5/00,7800,A:e
USGS,1358000,11/6/00,8100,A:e
USGS,1358000,11/7/00,6700,A:e
USGS,1358000,11/8/00,8400,A:e
USGS,1358000,11/9/00,8600,A:e
USGS,1358000,11/10/00,8400,A:e
USGS,1358000,11/11/00,12000,A:e
USGS,1358000,11/12/00,11500,A:e
USGS,1358000,11/13/00,11600,A:e
USGS,1358000,11/14/00,11500,A:e
USGS,1358000,11/15/00,12900,A:e
USGS,1358000,11/16/00,11900,A:e
USGS,1358000,11/17/00,12700,A:e
USGS,1358000,11/18/00,12000,A:e
USGS,1358000,11/19/00,11700,A:e
USGS,1358000,11/20/00,10400,A:e
USGS,1358000,11/21/00,13000,A:e
USGS,1358000,11/22/00,14500,A:e
USGS,1358000,11/23/00,10700,A:e
USGS,1358000,11/24/00,9300,A:e
USGS,1358000,11/25/00,8700,A:e
USGS,1358000,11/26/00,8400,A:e
USGS,1358000,11/27/00,13600,A:e
USGS,1358000,11/28/00,17200,A:e
USGS,1358000,11/29/00,17000,A:e
USGS,1358000,11/30/00,18000,A:e
USGS,1358000,12/1/00,15000,A:e
USGS,1358000,12/2/00,13500,A:e
USGS,1358000,12/3/00,11500,A:e
USGS,1358000,12/4/00,9600,A:e
USGS,1358000,12/5/00,8900,A:e
USGS,1358000,12/6/00,8100,A:e
USGS,1358000,12/7/00,8400,A:e
USGS,1358000,12/8/00,8300,A:e
USGS,1358000,12/9/00,8800,A:e
USGS,1358000,12/10/00,9000,A:e
USGS,1358000,12/11/00,9100,A:e
USGS,1358000,12/12/00,9000,A:e
USGS,1358000,12/13/00,9200,A:e
USGS,1358000,12/14/00,10000,A:e
USGS,1358000,12/15/00,8400,A:e
USGS,1358000,12/16/00,8200,A:e
USGS,1358000,12/17/00,30500,A
USGS,1358000,12/18/00,89600,A
USGS,1358000,12/19/00,52000,A
USGS,1358000,12/20/00,36300,A
USGS,1358000,12/21/00,26700,A
USGS,1358000,12/22/00,21400,A
USGS,1358000,12/23/00,17400,A
USGS,1358000,12/24/00,16100,A
USGS,1358000,12/25/00,14800,A:e
USGS,1358000,12/26/00,13800,A:e
USGS,1358000,12/27/00,13600,A:e
USGS,1358000,12/28/00,13300,A:e
USGS,1358000,12/29/00,13600,A:e
USGS,1358000,12/30/00,13800,A:e
USGS,1358000,12/31/00,13000,A:e
USGS,1358000,1/1/01,13800,A:e
USGS,1358000,1/2/01,13200,A:e
USGS,1358000,1/3/01,12900,A:e
USGS,1358000,1/4/01,12400,A:e
USGS,1358000,1/5/01,12800,A:e
USGS,1358000,1/6/01,12300,A:e
USGS,1358000,1/7/01,12400,A:e
USGS,1358000,1/8/01,12500,A:e
USGS,1358000,1/9/01,12000,A:e
USGS,1358000,1/10/01,11900,A:e
USGS,1358000,1/11/01,11600,A:e
USGS,1358000,1/12/01,11300,A:e
USGS,1358000,1/13/01,12100,A:e
USGS,1358000,1/14/01,10600,A:e
USGS,1358000,1/15/01,10000,A:e
USGS,1358000,1/16/01,10200,A:e
USGS,1358000,1/17/01,9900,A:e
USGS,1358000,1/18/01,10400,A:e
USGS,1358000,1/19/01,9900,A:e
USGS,1358000,1/20/01,9900,A:e
USGS,1358000,1/21/01,10000,A:e
USGS,1358000,1/22/01,9600,A:e
USGS,1358000,1/23/01,9500,A:e
USGS,1358000,1/24/01,8700,A:e
USGS,1358000,1/25/01,7500,A:e
USGS,1358000,1/26/01,7100,A:e
USGS,1358000,1/27/01,6700,A:e
USGS,1358000,1/28/01,7100,A:e
USGS,1358000,1/29/01,6800,A:e
USGS,1358000,1/30/01,6600,A:e
USGS,1358000,1/31/01,7300,A:e
USGS,1358000,2/1/01,9800,A:e
USGS,1358000,2/2/01,11600,A:e
USGS,1358000,2/3/01,11000,A:e
USGS,1358000,2/4/01,9700,A:e
USGS,1358000,2/5/01,8700,A:e
USGS,1358000,2/6/01,8400,A:e
USGS,1358000,2/7/01,8800,A:e
USGS,1358000,2/8/01,8700,A:e
USGS,1358000,2/9/01,8800,A:e
USGS,1358000,2/10/01,11800,A:e
USGS,1358000,2/11/01,20100,A:e
USGS,1358000,2/12/01,18600,A:e
USGS,1358000,2/13/01,16000,A:e
USGS,1358000,2/14/01,15000,A:e
USGS,1358000,2/15/01,14900,A:e
USGS,1358000,2/16/01,15600,A:e
USGS,1358000,2/17/01,14700,A:e
USGS,1358000,2/18/01,12400,A:e
USGS,1358000,2/19/01,11000,A:e
USGS,1358000,2/20/01,11000,A:e
USGS,1358000,2/21/01,11800,A:e
USGS,1358000,2/22/01,11600,A:e
USGS,1358000,2/23/01,11300,A:e
USGS,1358000,2/24/01,11000,A:e
USGS,1358000,2/25/01,11500,A:e
USGS,1358000,2/26/01,11900,A:e
USGS,1358000,2/27/01,13500,A:e
USGS,1358000,2/28/01,12700,A:e
USGS,1358000,3/1/01,11600,A:e
USGS,1358000,3/2/01,11200,A:e
USGS,1358000,3/3/01,10500,A:e
USGS,1358000,3/4/01,9400,A:e
USGS,1358000,3/5/01,8900,A:e
USGS,1358000,3/6/01,8100,A:e
USGS,1358000,3/7/01,8800,A:e
USGS,1358000,3/8/01,9200,A:e
USGS,1358000,3/9/01,9900,A:e
USGS,1358000,3/10/01,10000,A:e
USGS,1358000,3/11/01,10400,A:e
USGS,1358000,3/12/01,10100,A:e
USGS,1358000,3/13/01,10400,A:e
USGS,1358000,3/14/01,11700,A:e
USGS,1358000,3/15/01,12600,A:e
USGS,1358000,3/16/01,14100,A:e
USGS,1358000,3/17/01,14800,A:e
USGS,1358000,3/18/01,14400,A:e
USGS,1358000,3/19/01,13400,A:e
USGS,1358000,3/20/01,13700,A:e
USGS,1358000,3/21/01,15400,A:e
USGS,1358000,3/22/01,22000,A:e
USGS,1358000,3/23/01,32200,A:e
USGS,1358000,3/24/01,29200,A:e
USGS,1358000,3/25/01,25000,A:e
USGS,1358000,3/26/01,20600,A:e
USGS,1358000,3/27/01,17900,A:e
USGS,1358000,3/28/01,15600,A:e
USGS,1358000,3/29/01,14100,A:e
USGS,1358000,3/30/01,16300,A:e
USGS,1358000,3/31/01,19900,A:e
USGS,1358000,4/1/01,21100,A:e
USGS,1358000,4/2/01,19800,A:e
USGS,1358000,4/3/01,18400,A:e
USGS,1358000,4/4/01,20600,A:e
USGS,1358000,4/5/01,29000,A
USGS,1358000,4/6/01,35000,A
USGS,1358000,4/7/01,38200,A
USGS,1358000,4/8/01,63400,A
USGS,1358000,4/9/01,86100,A
USGS,1358000,4/10/01,95900,A
USGS,1358000,4/11/01,92800,A
USGS,1358000,4/12/01,74400,A
USGS,1358000,4/13/01,82300,A
USGS,1358000,4/14/01,87900,A
USGS,1358000,4/15/01,74400,A
USGS,1358000,4/16/01,61200,A
USGS,1358000,4/17/01,53500,A
USGS,1358000,4/18/01,48500,A
USGS,1358000,4/19/01,42100,A
USGS,1358000,4/20/01,34300,A:e
USGS,1358000,4/21/01,30900,A:e
USGS,1358000,4/22/01,34800,A:e
USGS,1358000,4/23/01,48500,A:e
USGS,1358000,4/24/01,55100,A:e
USGS,1358000,4/25/01,57700,A:e
USGS,1358000,4/26/01,51700,A:e
USGS,1358000,4/27/01,42000,A:e
USGS,1358000,4/28/01,31100,A:e
USGS,1358000,4/29/01,28800,A:e
USGS,1358000,4/30/01,24700,A:e
USGS,1358000,5/1/01,16400,A:e
USGS,1358000,5/2/01,13900,A:e
USGS,1358000,5/3/01,16300,A:e
USGS,1358000,5/4/01,14700,A:e
USGS,1358000,5/5/01,17000,A:e
USGS,1358000,5/6/01,16400,A:e
USGS,1358000,5/7/01,12600,A:e
USGS,1358000,5/8/01,12800,A:e
USGS,1358000,5/9/01,13300,A:e
USGS,1358000,5/10/01,11900,A:e
USGS,1358000,5/11/01,8600,A:e
USGS,1358000,5/12/01,9500,A:e
USGS,1358000,5/13/01,9100,A:e
USGS,1358000,5/14/01,9500,A:e
USGS,1358000,5/15/01,9900,A:e
USGS,1358000,5/16/01,8700,A:e
USGS,1358000,5/17/01,7800,A:e
USGS,1358000,5/18/01,6800,A:e
USGS,1358000,5/19/01,6400,A:e
USGS,1358000,5/20/01,5900,A:e
USGS,1358000,5/21/01,6300,A:e
USGS,1358000,5/22/01,6000,A:e
USGS,1358000,5/23/01,10800,A:e
USGS,1358000,5/24/01,14700,A:e
USGS,1358000,5/25/01,13800,A:e
USGS,1358000,5/26/01,12200,A:e
USGS,1358000,5/27/01,14800,A:e
USGS,1358000,5/28/01,17900,A:e
USGS,1358000,5/29/01,17900,A:e
USGS,1358000,5/30/01,16300,A:e
USGS,1358000,5/31/01,15800,A:e
USGS,1358000,6/1/01,14100,A:e
USGS,1358000,6/2/01,17400,A:e
USGS,1358000,6/3/01,21700,A:e
USGS,1358000,6/4/01,24400,A:e
USGS,1358000,6/5/01,21100,A:e
USGS,1358000,6/6/01,19700,A:e
USGS,1358000,6/7/01,15700,A:e
USGS,1358000,6/8/01,14900,A:e
USGS,1358000,6/9/01,13300,A:e
USGS,1358000,6/10/01,12600,A:e
USGS,1358000,6/11/01,11200,A:e
USGS,1358000,6/12/01,14600,A:e
USGS,1358000,6/13/01,14200,A:e
USGS,1358000,6/14/01,12500,A:e
USGS,1358000,6/15/01,10600,A:e
USGS,1358000,6/16/01,10700,A:e
USGS,1358000,6/17/01,12300,A:e
USGS,1358000,6/18/01,14000,A:e
USGS,1358000,6/19/01,12600,A:e
USGS,1358000,6/20/01,11800,A:e
USGS,1358000,6/21/01,10500,A:e
USGS,1358000,6/22/01,10900,A
USGS,1358000,6/23/01,15400,A
USGS,1358000,6/24/01,29600,A
USGS,1358000,6/25/01,31600,A
USGS,1358000,6/26/01,27500,A
USGS,1358000,6/27/01,20500,A
USGS,1358000,6/28/01,15700,A
USGS,1358000,6/29/01,12100,A
USGS,1358000,6/30/01,11400,A
USGS,1358000,7/1/01,10900,A:e
USGS,1358000,7/2/01,12100,A:e
USGS,1358000,7/3/01,13400,A:e
USGS,1358000,7/4/01,11100,A:e
USGS,1358000,7/5/01,13400,A:e
USGS,1358000,7/6/01,11200,A:e
USGS,1358000,7/7/01,10100,A:e
USGS,1358000,7/8/01,8800,A:e
USGS,1358000,7/9/01,8200,A:e
USGS,1358000,7/10/01,6400,A:e
USGS,1358000,7/11/01,9600,A:e
USGS,1358000,7/12/01,6700,A:e
USGS,1358000,7/13/01,5300,A:e
USGS,1358000,7/14/01,5300,A:e
USGS,1358000,7/15/01,5200,A:e
USGS,1358000,7/16/01,5700,A:e
USGS,1358000,7/17/01,6500,A:e
USGS,1358000,7/18/01,5800,A:e
USGS,1358000,7/19/01,4700,A:e
USGS,1358000,7/20/01,4800,A:e
USGS,1358000,7/21/01,3900,A:e
USGS,1358000,7/22/01,4900,A:e
USGS,1358000,7/23/01,5000,A:e
USGS,1358000,7/24/01,4000,A:e
USGS,1358000,7/25/01,3700,A:e
USGS,1358000,7/26/01,4100,A:e
USGS,1358000,7/27/01,5100,A:e
USGS,1358000,7/28/01,5100,A:e
USGS,1358000,7/29/01,4600,A:e
USGS,1358000,7/30/01,4300,A:e
USGS,1358000,7/31/01,4400,A:e
USGS,1358000,8/1/01,4700,A:e
USGS,1358000,8/2/01,2800,A:e
USGS,1358000,8/3/01,3500,A:e
USGS,1358000,8/4/01,4400,A:e
USGS,1358000,8/5/01,5100,A:e
USGS,1358000,8/6/01,4100,A:e
USGS,1358000,8/7/01,3900,A:e
USGS,1358000,8/8/01,3600,A:e
USGS,1358000,8/9/01,3500,A:e
USGS,1358000,8/10/01,3400,A:e
USGS,1358000,8/11/01,4600,A:e
USGS,1358000,8/12/01,4500,A:e
USGS,1358000,8/13/01,3300,A:e
USGS,1358000,8/14/01,3800,A:e
USGS,1358000,8/15/01,2600,A:e
USGS,1358000,8/16/01,3700,A:e
USGS,1358000,8/17/01,3700,A:e
USGS,1358000,8/18/01,2800,A:e
USGS,1358000,8/19/01,4100,A:e
USGS,1358000,8/20/01,4600,A:e
USGS,1358000,8/21/01,4800,A:e
USGS,1358000,8/22/01,3500,A:e
USGS,1358000,8/23/01,3400,A:e
USGS,1358000,8/24/01,3800,A:e
USGS,1358000,8/25/01,3200,A:e
USGS,1358000,8/26/01,3300,A:e
USGS,1358000,8/27/01,2900,A:e
USGS,1358000,8/28/01,4900,A:e
USGS,1358000,8/29/01,2400,A:e
USGS,1358000,8/30/01,2600,A:e
USGS,1358000,8/31/01,3200,A:e
USGS,1358000,9/1/01,4200,A:e
USGS,1358000,9/2/01,4000,A:e
USGS,1358000,9/3/01,3200,A:e
USGS,1358000,9/4/01,5400,A:e
USGS,1358000,9/5/01,3600,A:e
USGS,1358000,9/6/01,3400,A:e
USGS,1358000,9/7/01,3300,A:e
USGS,1358000,9/8/01,3500,A:e
USGS,1358000,9/9/01,3500,A:e
USGS,1358000,9/10/01,3100,A:e
USGS,1358000,9/11/01,3100,A:e
USGS,1358000,9/12/01,3400,A:e
USGS,1358000,9/13/01,3400,A:e
USGS,1358000,9/14/01,3600,A:e
USGS,1358000,9/15/01,3800,A:e
USGS,1358000,9/16/01,3200,A:e
USGS,1358000,9/17/01,3000,A:e
USGS,1358000,9/18/01,3300,A:e
USGS,1358000,9/19/01,3100,A:e
USGS,1358000,9/20/01,3300,A:e
USGS,1358000,9/21/01,3800,A:e
USGS,1358000,9/22/01,3700,A:e
USGS,1358000,9/23/01,4000,A:e
USGS,1358000,9/24/01,4400,A:e
USGS,1358000,9/25/01,4600,A:e
USGS,1358000,9/26/01,8300,A:e
USGS,1358000,9/27/01,7500,A:e
USGS,1358000,9/28/01,5000,A:e
USGS,1358000,9/29/01,6300,A:e
USGS,1358000,9/30/01,5600,A:e
USGS,1358000,10/1/01,5550,A:e
USGS,1358000,10/2/01,3850,A:e
USGS,1358000,10/3/01,3490,A:e
USGS,1358000,10/4/01,3510,A:e
USGS,1358000,10/5/01,3720,A:e
USGS,1358000,10/6/01,3680,A:e
USGS,1358000,10/7/01,3260,A:e
USGS,1358000,10/8/01,3500,A:e
USGS,1358000,10/9/01,3220,A:e
USGS,1358000,10/10/01,3820,A:e
USGS,1358000,10/11/01,3490,A:e
USGS,1358000,10/12/01,3970,A:e
USGS,1358000,10/13/01,3410,A:e
USGS,1358000,10/14/01,4200,A:e
USGS,1358000,10/15/01,4190,A:e
USGS,1358000,10/16/01,4080,A:e
USGS,1358000,10/17/01,4190,A:e
USGS,1358000,10/18/01,3230,A:e
USGS,1358000,10/19/01,4490,A:e
USGS,1358000,10/20/01,4580,A:e
USGS,1358000,10/21/01,3590,A:e
USGS,1358000,10/22/01,4860,A:e
USGS,1358000,10/23/01,4480,A:e
USGS,1358000,10/24/01,4400,A:e
USGS,1358000,10/25/01,4430,A:e
USGS,1358000,10/26/01,4520,A:e
USGS,1358000,10/27/01,4900,A:e
USGS,1358000,10/28/01,4100,A:e
USGS,1358000,10/29/01,4410,A:e
USGS,1358000,10/30/01,5660,A:e
USGS,1358000,10/31/01,2990,A:e
USGS,1358000,11/1/01,4310,A:e
USGS,1358000,11/2/01,4450,A:e
USGS,1358000,11/3/01,6770,A:e
USGS,1358000,11/4/01,5920,A:e
USGS,1358000,11/5/01,6680,A:e
USGS,1358000,11/6/01,6460,A:e
USGS,1358000,11/7/01,6500,A:e
USGS,1358000,11/8/01,8230,A:e
USGS,1358000,11/9/01,9670,A:e
USGS,1358000,11/10/01,8210,A:e
USGS,1358000,11/11/01,4950,A:e
USGS,1358000,11/12/01,5160,A:e
USGS,1358000,11/13/01,6900,A:e
USGS,1358000,11/14/01,8430,A:e
USGS,1358000,11/15/01,5580,A:e
USGS,1358000,11/16/01,4910,A:e
USGS,1358000,11/17/01,5410,A:e
USGS,1358000,11/18/01,5450,A:e
USGS,1358000,11/19/01,3890,A:e
USGS,1358000,11/20/01,4680,A:e
USGS,1358000,11/21/01,5490,A:e
USGS,1358000,11/22/01,4190,A:e
USGS,1358000,11/23/01,4820,A:e
USGS,1358000,11/24/01,3820,A:e
USGS,1358000,11/25/01,4930,A:e
USGS,1358000,11/26/01,4180,A:e
USGS,1358000,11/27/01,5770,A:e
USGS,1358000,11/28/01,5550,A:e
USGS,1358000,11/29/01,5960,A:e
USGS,1358000,11/30/01,6800,A:e
USGS,1358000,12/1/01,9320,A:e
USGS,1358000,12/2/01,10800,A:e
USGS,1358000,12/3/01,10800,A:e
USGS,1358000,12/4/01,9150,A:e
USGS,1358000,12/5/01,7670,A:e
USGS,1358000,12/6/01,7700,A:e
USGS,1358000,12/7/01,6510,A:e
USGS,1358000,12/8/01,6220,A:e
USGS,1358000,12/9/01,7070,A:e
USGS,1358000,12/10/01,6020,A:e
USGS,1358000,12/11/01,6460,A:e
USGS,1358000,12/12/01,6420,A:e
USGS,1358000,12/13/01,5180,A:e
USGS,1358000,12/14/01,5930,A:e
USGS,1358000,12/15/01,8050,A:e
USGS,1358000,12/16/01,9250,A:e
USGS,1358000,12/17/01,8980,A:e
USGS,1358000,12/18/01,8500,A:e
USGS,1358000,12/19/01,10800,A:e
USGS,1358000,12/20/01,9940,A:e
USGS,1358000,12/21/01,10200,A:e
USGS,1358000,12/22/01,8880,A:e
USGS,1358000,12/23/01,7940,A:e
USGS,1358000,12/24/01,7700,A:e
USGS,1358000,12/25/01,7670,A:e
USGS,1358000,12/26/01,7110,A:e
USGS,1358000,12/27/01,6230,A:e
USGS,1358000,12/28/01,6490,A:e
USGS,1358000,12/29/01,6020,A:e
USGS,1358000,12/30/01,5500,A:e
USGS,1358000,12/31/01,5320,A:e
USGS,1358000,1/1/02,6130,A:e
USGS,1358000,1/2/02,5350,A:e
USGS,1358000,1/3/02,6160,A:e
USGS,1358000,1/4/02,5130,A:e
USGS,1358000,1/5/02,5180,A:e
USGS,1358000,1/6/02,5570,A:e
USGS,1358000,1/7/02,4310,A:e
USGS,1358000,1/8/02,4220,A:e
USGS,1358000,1/9/02,4800,A:e
USGS,1358000,1/10/02,5340,A:e
USGS,1358000,1/11/02,5330,A:e
USGS,1358000,1/12/02,5310,A:e
USGS,1358000,1/13/02,4930,A:e
USGS,1358000,1/14/02,6090,A:e
USGS,1358000,1/15/02,5390,A:e
USGS,1358000,1/16/02,4820,A:e
USGS,1358000,1/17/02,5430,A:e
USGS,1358000,1/18/02,5070,A:e
USGS,1358000,1/19/02,4910,A:e
USGS,1358000,1/20/02,4420,A:e
USGS,1358000,1/21/02,4990,A:e
USGS,1358000,1/22/02,4470,A:e
USGS,1358000,1/23/02,5160,A:e
USGS,1358000,1/24/02,5440,A:e
USGS,1358000,1/25/02,7260,A:e
USGS,1358000,1/26/02,7930,A:e
USGS,1358000,1/27/02,7740,A:e
USGS,1358000,1/28/02,8630,A:e
USGS,1358000,1/29/02,7940,A:e
USGS,1358000,1/30/02,9850,A:e
USGS,1358000,1/31/02,11800,A:e
USGS,1358000,2/1/02,11900,A:e
USGS,1358000,2/2/02,15000,A:e
USGS,1358000,2/3/02,17900,A:e
USGS,1358000,2/4/02,16600,A:e
USGS,1358000,2/5/02,14300,A:e
USGS,1358000,2/6/02,11500,A:e
USGS,1358000,2/7/02,10300,A:e
USGS,1358000,2/8/02,9260,A:e
USGS,1358000,2/9/02,9020,A:e
USGS,1358000,2/10/02,9080,A:e
USGS,1358000,2/11/02,20000,A:e
USGS,1358000,2/12/02,25300,A:e
USGS,1358000,2/13/02,21100,A:e
